field_id,source_table,Structured_comment_name,Package_item,Title_advsearch,Help_Text,Requirement,Expected_value,Value_syntax,Occurrence,Position,Position_advsearch,Section,Visible,searchable,searchable_any,Exportable,API_reachable,filled,Comment,last_change
604,kit_api_CAM,cupule_4,cupule_4,cupule_4,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
605,kit_api_CAM,cupule_5,cupule_5,cupule_5,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
606,kit_api_CAM,cupule_6,cupule_6,cupule_6,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
607,kit_api_CAM,cupule_7,cupule_7,cupule_7,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
608,kit_api_CAM,cupule_8,cupule_8,cupule_8,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
609,kit_api_CAM,cupule_9,cupule_9,cupule_9,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
610,kit_api_CAM,cupule_10,cupule_10,cupule_10,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
611,kit_api_CAM,cupule_11,cupule_11,cupule_11,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
612,kit_api_CAM,cupule_12,cupule_12,cupule_12,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
613,kit_api_CAM,cupule_13,cupule_13,cupule_13,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
614,kit_api_CAM,cupule_14,cupule_14,cupule_14,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
615,kit_api_CAM,cupule_15,cupule_15,cupule_15,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
616,kit_api_CAM,cupule_16,cupule_16,cupule_16,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
617,kit_api_CAM,cupule_17,cupule_17,cupule_17,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
618,kit_api_CAM,cupule_18,cupule_18,cupule_18,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
619,kit_api_CAM,cupule_19,cupule_19,cupule_19,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
620,kit_api_CAM,cupule_20,cupule_20,cupule_20,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
621,kit_api_CAM,cupule_21,cupule_21,cupule_21,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_CAM_meta,2017-12-14 13:18:18
622,kit_api_CAM_meta,ID_kit_api_CAM_meta,ID_kit_api_CAM_meta,ID_kit_api_CAM_meta,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
623,kit_api_CAM_meta,cupule,Position of cupule,Position of cupule,Number/Position of cupule in the test kit.,1,Position of cupule,{int},1,,,data administration,0,0,0,0.0,1.0,1.0,Combined field. Special treatment necessary.,2017-05-23 16:08:12
624,kit_api_CAM_meta,cupule_Name_Kit,Test kit cupule name,Test kit cupule name,Name of cupule in the test kit.,1,reaction name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2017-12-14 13:18:18
625,kit_api_CAM_meta,reaction_name,Tested enzyme/reaction,Tested enzyme/reaction,Name of the tested enzyme or type and capability of reaction.,1,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
626,kit_api_CAM_meta,Link,Link to external ressource,Link to external ressource,Link to external ressource or data base.,1,URL,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
627,kit_api_CAM_meta,ID_microbiol,eindeutige ID in microbiology DB,eindeutige ID in microbiology DB,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
628,kit_api_CAM_meta,substrate,name of the substrate,name of the substrate,,1,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
629,kit_api_CAM_meta,ID_CHEBI,Identifier CHEBI ontology,Identifier CHEBI ontology,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
630,kit_api_CAM_meta,CAS,Identifier CAS system,Identifier CAS system,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
631,kit_api_CAM_meta,kegg_comp,Identifier KEGG compound DB,Identifier KEGG compound DB,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
632,kit_api_CAM_meta,brenda_ligand,Identifier BRENDA ligand DB,Identifier BRENDA ligand DB,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
633,kit_api_CAM_meta,enzyme,name of the enzyme,name of the enzyme,,1,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
634,kit_api_CAM_meta,EC_number,EC number,EC number,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
635,kit_api_ID32E,ID_kit_api_ID32E,ID_kit_api_ID32E,ID_kit_api_ID32E,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
636,kit_api_ID32E,cupule_1,cupule_1,cupule_1,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
637,kit_api_ID32E,cupule_2,cupule_2,cupule_2,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
638,kit_api_ID32E,cupule_3,cupule_3,cupule_3,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
639,kit_api_ID32E,cupule_4,cupule_4,cupule_4,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
640,kit_api_ID32E,cupule_5,cupule_5,cupule_5,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
641,kit_api_ID32E,cupule_6,cupule_6,cupule_6,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
642,kit_api_ID32E,cupule_7,cupule_7,cupule_7,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
643,kit_api_ID32E,cupule_8,cupule_8,cupule_8,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
644,kit_api_ID32E,cupule_9,cupule_9,cupule_9,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
645,kit_api_ID32E,cupule_10,cupule_10,cupule_10,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
646,kit_api_ID32E,cupule_11,cupule_11,cupule_11,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
647,kit_api_ID32E,cupule_12,cupule_12,cupule_12,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
648,kit_api_ID32E,cupule_13,cupule_13,cupule_13,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
649,kit_api_ID32E,cupule_14,cupule_14,cupule_14,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
650,kit_api_ID32E,cupule_15,cupule_15,cupule_15,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
651,kit_api_ID32E,cupule_16,cupule_16,cupule_16,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
652,kit_api_ID32E,cupule_17,cupule_17,cupule_17,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
653,kit_api_ID32E,cupule_18,cupule_18,cupule_18,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
654,kit_api_ID32E,cupule_19,cupule_19,cupule_19,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
655,kit_api_ID32E,cupule_20,cupule_20,cupule_20,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
656,kit_api_ID32E,cupule_21,cupule_21,cupule_21,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
657,kit_api_ID32E,cupule_22,cupule_22,cupule_22,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
658,kit_api_ID32E,cupule_23,cupule_23,cupule_23,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
659,kit_api_ID32E,cupule_24,cupule_24,cupule_24,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
660,kit_api_ID32E,cupule_25,cupule_25,cupule_25,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
661,kit_api_ID32E,cupule_26,cupule_26,cupule_26,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
662,kit_api_ID32E,cupule_27,cupule_27,cupule_27,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
663,kit_api_ID32E,cupule_28,cupule_28,cupule_28,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
664,kit_api_ID32E,cupule_29,cupule_29,cupule_29,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
665,kit_api_ID32E,cupule_30,cupule_30,cupule_30,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
666,kit_api_ID32E,cupule_31,cupule_31,cupule_31,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
667,kit_api_ID32E,cupule_32,cupule_32,cupule_32,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32E_meta,2017-12-14 13:18:18
668,kit_api_ID32E_meta,ID_kit_api_ID32E_meta,ID_kit_api_ID32E_meta,ID_kit_api_ID32E_meta,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
669,kit_api_ID32E_meta,cupule,Position of cupule,Position of cupule,Number/Position of cupule in the test kit.,1,Position of cupule,{int},1,,,data administration,0,0,0,0.0,1.0,1.0,Combined field. Special treatment necessary.,2017-05-23 16:08:14
670,kit_api_ID32E_meta,cupule_Name_Kit,Test kit cupule name,Test kit cupule name,Name of cupule in the test kit.,1,reaction name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2017-12-14 13:18:18
671,kit_api_ID32E_meta,reaction_name,Tested enzyme/reaction,Tested enzyme/reaction,Name of the tested enzyme or type and capability of reaction.,1,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
672,kit_api_ID32E_meta,Link,Link to external ressource,Link to external ressource,Link to external ressource or data base.,1,URL,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
673,kit_api_ID32E_meta,ID_microbiol,eindeutige ID in microbiology DB,eindeutige ID in microbiology DB,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
674,kit_api_ID32E_meta,substrate,name of the substrate,name of the substrate,,1,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
675,kit_api_ID32E_meta,ID_CHEBI,Identifier CHEBI ontology,Identifier CHEBI ontology,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
676,kit_api_ID32E_meta,CAS,Identifier CAS system,Identifier CAS system,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
677,kit_api_ID32E_meta,kegg_comp,Identifier KEGG compound DB,Identifier KEGG compound DB,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
678,kit_api_ID32E_meta,brenda_ligand,Identifier BRENDA ligand DB,Identifier BRENDA ligand DB,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
679,kit_api_ID32E_meta,enzyme,name of the enzyme,name of the enzyme,,1,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
680,kit_api_ID32E_meta,EC_number,EC number,EC number,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
681,kit_api_ID32STA,ID_kit_api_ID32STA,ID_kit_api_ID32STA,ID_kit_api_ID32STA,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
682,kit_api_ID32STA,cupule_1,cupule_1,cupule_1,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
683,kit_api_ID32STA,cupule_2,cupule_2,cupule_2,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
684,kit_api_ID32STA,cupule_3,cupule_3,cupule_3,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
685,kit_api_ID32STA,cupule_4,cupule_4,cupule_4,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
686,kit_api_ID32STA,cupule_5,cupule_5,cupule_5,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
687,kit_api_ID32STA,cupule_6,cupule_6,cupule_6,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
688,kit_api_ID32STA,cupule_7,cupule_7,cupule_7,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
689,kit_api_ID32STA,cupule_8,cupule_8,cupule_8,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
690,kit_api_ID32STA,cupule_9,cupule_9,cupule_9,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
691,kit_api_ID32STA,cupule_10,cupule_10,cupule_10,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
692,kit_api_ID32STA,cupule_11,cupule_11,cupule_11,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
693,kit_api_ID32STA,cupule_12,cupule_12,cupule_12,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
694,kit_api_ID32STA,cupule_13,cupule_13,cupule_13,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
695,kit_api_ID32STA,cupule_14,cupule_14,cupule_14,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
696,kit_api_ID32STA,cupule_15,cupule_15,cupule_15,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
697,kit_api_ID32STA,cupule_16,cupule_16,cupule_16,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
698,kit_api_ID32STA,cupule_17,cupule_17,cupule_17,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
699,kit_api_ID32STA,cupule_18,cupule_18,cupule_18,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
700,kit_api_ID32STA,cupule_19,cupule_19,cupule_19,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
701,kit_api_ID32STA,cupule_20,cupule_20,cupule_20,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
702,kit_api_ID32STA,cupule_21,cupule_21,cupule_21,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
703,kit_api_ID32STA,cupule_22,cupule_22,cupule_22,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
704,kit_api_ID32STA,cupule_23,cupule_23,cupule_23,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
705,kit_api_ID32STA,cupule_24,cupule_24,cupule_24,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
706,kit_api_ID32STA,cupule_25,cupule_25,cupule_25,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
707,kit_api_ID32STA,cupule_26,cupule_26,cupule_26,Api Kit test cupule,1,enumeration,[-|+|+/-],1,,,morphology_physiology,1,0,0,1.0,0.0,1.0,Name of cupule is given by table kit_api_ID32STA_meta,2017-12-14 13:18:18
708,kit_api_ID32STA_meta,ID_kit_api_ID32STA_meta,ID_kit_api_ID32STA_meta,ID_kit_api_ID32STA_meta,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,ID for internal use,2016-09-30 11:22:46
709,kit_api_ID32STA_meta,cupule,Position of cupule,Position of cupule,Number/Position of cupule in the test kit.,1,Position of cupule,{int},1,,,data administration,0,0,0,0.0,1.0,1.0,Combined field. Special treatment necessary.,2017-05-23 16:08:15
710,kit_api_ID32STA_meta,cupule_Name_Kit,Test kit cupule name,Test kit cupule name,Name of cupule in the test kit.,1,reaction name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2017-12-14 13:18:18
711,kit_api_ID32STA_meta,reaction_name,Tested enzyme/reaction,Tested enzyme/reaction,Name of the tested enzyme or type and capability of reaction.,1,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
712,kit_api_ID32STA_meta,Link,Link to external ressource,Link to external ressource,Link to external ressource or data base.,1,URL,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
713,kit_api_ID32STA_meta,ID_microbiol,eindeutige ID in microbiology DB,eindeutige ID in microbiology DB,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
714,kit_api_ID32STA_meta,substrate,name of the substrate,name of the substrate,,1,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
715,kit_api_ID32STA_meta,ID_CHEBI,Identifier CHEBI ontology,Identifier CHEBI ontology,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
716,kit_api_ID32STA_meta,CAS,Identifier CAS system,Identifier CAS system,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
717,kit_api_ID32STA_meta,kegg_comp,Identifier KEGG compound DB,Identifier KEGG compound DB,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
718,kit_api_ID32STA_meta,brenda_ligand,Identifier BRENDA ligand DB,Identifier BRENDA ligand DB,,1,identification number,{integer},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
719,kit_api_ID32STA_meta,enzyme,name of the enzyme,name of the enzyme,,1,name,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
720,kit_api_ID32STA_meta,EC_number,EC number,EC number,,1,identification number,{text},1,,,data administration,0,0,0,0.0,0.0,1.0,Combined field. Special treatment necessary.,2016-09-30 11:22:46
