ID_met_antibiotica,metabolite_antib,MET_group_ID,is_antibiotic,ab_sensitive,ab_sensitivity_conc,rgStart_sens,rgEnd_sens,ab_sensitivity_unit,ab_intermediate,ab_intermediate_conc,rgStart_int,rgEnd_int,ab_intermediate_unit,ab_resistant,ab_resistance_conc,rgStart_res,rgEnd_res,ab_resistance_unit,chebi_ID,FK_metabolites,ID_strains,ID_reference,manual_annotation,last_change
16750,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5852.0,132988,43097,1,2018-06-07 14:28:08
16751,Kanamycin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg (disc),6104.0,5853.0,140565,43186,1,2018-06-07 14:28:08
16752,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5854.0,140569,43200,1,2018-06-07 14:28:08
16753,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5855.0,140574,43209,1,2018-06-07 14:28:08
16754,Kanamycin,,1,,,,,,,,,,,1.0,50,50.0,50.0,µg/mL,6104.0,5856.0,140283,43219,1,2018-06-07 14:28:08
16755,Kanamycin,,1,,,,,,,,,,,1.0,50,50.0,50.0,µg/mL,6104.0,5857.0,140282,43219,1,2018-06-07 14:28:08
16756,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5858.0,140576,43194,1,2018-06-07 14:28:08
16757,Kanamycin,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,6104.0,5859.0,140577,43180,1,2018-06-07 14:28:08
16758,Kanamycin,,1,1.0,30000,999.99,999.99,µg/mL,,,,,,,,,,,6104.0,5860.0,132826,43274,1,2018-06-07 14:28:08
16759,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,6104.0,5861.0,140586,43224,1,2018-06-07 14:28:08
16760,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,6104.0,5862.0,140588,43229,1,2018-06-07 14:28:08
16761,Kanamycin,,1,,,,,,,,,,,1.0,100,100.0,100.0,µg/mL,6104.0,5863.0,140590,43238,1,2018-06-07 14:28:08
16762,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,6104.0,5864.0,140593,43262,1,2018-06-07 14:28:08
16763,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5865.0,140595,43249,1,2018-06-07 14:28:08
16764,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5866.0,140596,43239,1,2018-06-07 14:28:08
16765,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5867.0,140597,43239,1,2018-06-07 14:28:08
16766,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5868.0,140598,43239,1,2018-06-07 14:28:08
16767,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5869.0,140599,43222,1,2018-06-07 14:28:08
16768,Kanamycin,,1,1.0,25,25.0,25.0,µg/mL,,,,,,,,,,,6104.0,5870.0,140603,43275,1,2018-06-07 14:28:08
16769,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5871.0,140607,43257,1,2018-06-07 14:28:08
16770,Kanamycin,,1,1.0,60,60.0,60.0,µg,,,,,,,,,,,6104.0,5872.0,140612,43253,1,2018-06-07 14:28:08
16771,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5873.0,140614,43129,1,2018-06-07 14:28:08
16772,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5874.0,140615,43130,1,2018-06-07 14:28:08
16773,Kanamycin,,1,,,,,,,,,,,1.0,50,50.0,50.0,µg,6104.0,5875.0,140229,43132,1,2018-06-07 14:28:08
16774,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5876.0,132619,43141,1,2018-06-07 14:28:08
16775,Kanamycin,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,6104.0,5877.0,140620,43142,1,2018-06-07 14:28:08
16776,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5878.0,140621,43143,1,2018-06-07 14:28:08
16777,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5879.0,140622,43146,1,2018-06-07 14:28:08
16778,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5880.0,140624,43148,1,2018-06-07 14:28:08
16779,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5881.0,140627,43152,1,2018-06-07 14:28:08
16780,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5882.0,132998,43155,1,2018-06-07 14:28:08
16781,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5883.0,132999,43159,1,2018-06-07 14:28:08
16782,Kanamycin,,1,1.0,100000,999.99,999.99,µg/mL,,,,,,,,,,,6104.0,5884.0,132624,43161,1,2018-06-07 14:28:08
16783,Kanamycin,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg (disc),6104.0,5885.0,140642,43078,1,2018-06-07 14:28:08
16784,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5886.0,140643,43079,1,2018-06-07 14:28:08
16785,Kanamycin,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,6104.0,5887.0,140646,43286,1,2018-06-07 14:28:08
16786,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,6104.0,5888.0,140647,43288,1,2018-06-07 14:28:08
16787,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5889.0,140648,43289,1,2018-06-07 14:28:08
16788,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5890.0,140525,43299,1,2018-06-07 14:28:08
16789,Kanamycin,,1,,,,,,,,,,,1.0,,,,,6104.0,5891.0,6133,43315,1,2018-06-07 14:28:08
16790,Kanamycin,,1,,,,,,,,,,,1.0,,,,,6104.0,5892.0,6128,43315,1,2018-06-07 14:28:08
16791,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5893.0,140532,43316,1,2018-06-07 14:28:08
16792,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5894.0,140533,43317,1,2018-06-07 14:28:08
16793,Kanamycin,,1,,,,,,,,,,,1.0,,,,,6104.0,5895.0,140086,43321,1,2018-06-07 14:28:08
16794,Kanamycin,,1,1.0,30,30.0,30.0,,,,,,,,,,,,6104.0,5896.0,140322,43325,1,2018-06-07 14:28:08
16795,Kanamycin,,1,1.0,3-4,3.0,4.0,µg/mL,,,,,,,,,,,6104.0,5897.0,140314,43329,1,2018-06-07 14:28:08
16796,Kanamycin,,1,,,,,µg (disc),,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5898.0,140542,43330,1,2018-06-07 14:28:08
16797,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5899.0,140549,43338,1,2018-06-07 14:28:08
16798,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5900.0,140551,43295,1,2018-06-07 14:28:08
16799,Kanamycin,,1,0.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5901.0,140553,43298,1,2018-06-07 14:28:08
16800,Kanamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,6104.0,5902.0,140556,43306,1,2018-06-07 14:28:08
16801,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5903.0,140561,43292,1,2018-06-07 14:28:08
16802,Kanamycin,,1,,,,,,,,,,,0.0,30,30.0,30.0,µg (disc),6104.0,5904.0,140563,43302,1,2018-06-07 14:28:08
16803,Kanamycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6104.0,5905.0,140564,43293,1,2018-06-07 14:28:08
16804,Kasugamycin,,1,1.0,50,50.0,50.0,µg/mL,,,,,,,,,,,81419.0,5906.0,140282,43219,1,2018-06-07 14:28:08
16805,Kasugamycin,,1,,,,,,,,,,,1.0,50,50.0,50.0,µg/mL,81419.0,5907.0,140283,43219,1,2018-06-07 14:28:08
16806,Levofloxacin,,1,,,,,,,,,,,1.0,,,,,63598.0,5908.0,132588,43087,1,2018-06-07 14:28:08
16807,Levofloxacin,,1,1.0,,,,,,,,,,,,,,,63598.0,5909.0,140321,43323,1,2018-06-07 14:28:08
16808,Lincomycin,,1,,,,,,,,,,,1.0,15,15.0,15.0,µg (disc),6472.0,5910.0,140481,43254,1,2018-06-07 14:28:08
16809,Lincomycin,,1,1.0,2,2.0,2.0,µg (disc),,,,,,,,,,,6472.0,5911.0,140501,43120,1,2018-06-07 14:28:08
16810,Lincomycin,,1,,,,,,,,,,,1.0,15,15.0,15.0,µg (disc),6472.0,5912.0,140574,43209,1,2018-06-07 14:28:08
16811,Lincomycin,,1,,,,,,,,,,,1.0,15,15.0,15.0,µg (disc),6472.0,5913.0,140576,43194,1,2018-06-07 14:28:08
16812,Lincomycin,,1,1.0,2,2.0,2.0,µg,,,,,,,,,,,6472.0,5914.0,140592,43263,1,2018-06-07 14:28:08
16813,Lincomycin,,1,1.0,2,2.0,2.0,µg,,,,,,,,,,,6472.0,5915.0,140593,43262,1,2018-06-07 14:28:08
16814,Lincomycin,,1,1.0,2,2.0,2.0,µg (disc),,,,,,,,,,,6472.0,5916.0,140595,43249,1,2018-06-07 14:28:08
16815,Lincomycin,,1,1.0,15,15.0,15.0,µg (disc),,,,,,,,,,,6472.0,5917.0,140599,43222,1,2018-06-07 14:28:08
16816,Lincomycin,,1,1.0,15,15.0,15.0,µg (disc),,,,,,,,,,,6472.0,5918.0,140615,43130,1,2018-06-07 14:28:08
16817,Lincomycin,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,6472.0,5919.0,140229,43132,1,2018-06-07 14:28:08
16818,Lincomycin,,1,,,,,,,,,,,1.0,,,,,6472.0,5920.0,140618,43136,1,2018-06-07 14:28:08
16819,Lincomycin,,1,1.0,2,2.0,2.0,µg,,,,,,,,,,,6472.0,5921.0,140620,43142,1,2018-06-07 14:28:08
16820,Lincomycin,,1,1.0,2,2.0,2.0,µg (disc),,,,,,,,,,,6472.0,5922.0,140621,43143,1,2018-06-07 14:28:08
16821,Lincomycin,,1,,,,,,,,,,,1.0,15,15.0,15.0,µg (disc),6472.0,5923.0,140622,43146,1,2018-06-07 14:28:08
16822,Lincomycin,,1,,,,,,,,,,,1.0,2,2.0,2.0,µg (disc),6472.0,5924.0,140627,43152,1,2018-06-07 14:28:08
16823,Lincomycin,,1,1.0,,,,,,,,,,,,,,,6472.0,5925.0,132580,43069,1,2018-06-07 14:28:08
16824,Lincomycin,,1,,,,,,,,,,,1.0,2,2.0,2.0,µg (disc),6472.0,5926.0,140525,43299,1,2018-06-07 14:28:08
16825,Lincomycin,,1,,,,,,,,,,,1.0,2,2.0,2.0,µg (disc),6472.0,5927.0,6133,43315,1,2018-06-07 14:28:08
16826,Lincomycin,,1,,,,,,,,,,,1.0,2,2.0,2.0,µg (disc),6472.0,5928.0,6128,43315,1,2018-06-07 14:28:08
16827,Lincomycin,,1,,,,,,,,,,,1.0,,,,,6472.0,5928.0,6128,43315,1,2018-06-07 14:28:08
16828,Lincomycin,,1,1.0,,,,,,,,,,,,,,,6472.0,5929.0,140321,43323,1,2018-06-07 14:28:08
16829,Lincomycin,,1,,,,,,,,,,,1.0,15,15.0,15.0,µg (disc),6472.0,5930.0,140322,43325,1,2018-06-07 14:28:08
16830,Lincomycin,,1,,,,,,,,,,,1.0,,,,,6472.0,5931.0,140540,43327,1,2018-06-07 14:28:08
16831,Lincomycin,,1,1.0,15,15.0,15.0,µg (disc),,,,,,,,,,,6472.0,5932.0,140553,43298,1,2018-06-07 14:28:08
16832,Lincomycin,,1,,,,,,,,,,,1.0,2,2.0,2.0,µg (disc),6472.0,5933.0,140556,43306,1,2018-06-07 14:28:08
16833,Lincomycin,,1,1.0,15,15.0,15.0,µg (disc),,,,,,,,,,,6472.0,5934.0,140563,43302,1,2018-06-07 14:28:08
16834,Linezolid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),63607.0,5935.0,140275,43190,1,2018-06-07 14:28:08
16835,Linezolid,,1,1.0,,,,,,,,,,,,,,,63607.0,5936.0,140288,43241,1,2018-06-07 14:28:08
16836,Linezolid,,1,,,,,,,,,,,1.0,,,,,63607.0,5937.0,132588,43087,1,2018-06-07 14:28:08
16837,Lithium chloride,,1,,,,,,,,,,,1.0,,,,,48607.0,5938.0,132580,43069,1,2018-06-07 14:28:08
16838,Lomefloxacin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,116278.0,5939.0,140621,43143,1,2018-06-07 14:28:08
16839,Meropenem,,1,,,,,,,,,,,1.0,10,10.0,10.0,µg,43968.0,5940.0,140604,43265,1,2018-06-07 14:28:08
16840,Methicillin,,1,,,,,,,,,,,1.0,,,,,6827.0,5941.0,6133,43315,1,2018-06-07 14:28:08
16841,Methicillin,,1,,,,,,,,,,,1.0,,,,,6827.0,5942.0,6128,43315,1,2018-06-07 14:28:08
16842,Mezlocillin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),6919.0,5943.0,140275,43190,1,2018-06-07 14:28:08
16843,Midecamycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,31845.0,5944.0,140504,43125,1,2018-06-07 14:28:08
16844,Minocycline,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,50694.0,5945.0,140501,43120,1,2018-06-07 14:28:08
16845,Minocycline,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,50694.0,5946.0,140504,43125,1,2018-06-07 14:28:08
16846,Minocycline,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),50694.0,5947.0,140510,43167,1,2018-06-07 14:28:08
16847,Minocycline,,1,1.0,,,,,,,,,,,,,,,50694.0,5948.0,132580,43069,1,2018-06-07 14:28:08
16848,Minocycline,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,50694.0,5949.0,140533,43317,1,2018-06-07 14:28:08
16849,Moxifloxacin,,1,,,,,,,,,,,1.0,5,5.0,5.0,µg (disc),63611.0,5950.0,140275,43190,1,2018-06-07 14:28:08
16850,Moxifloxacin,,1,1.0,,,,,,,,,,,,,,,63611.0,5951.0,140288,43241,1,2018-06-07 14:28:08
16851,Moxifloxacin,,1,,,,,,,,,,,1.0,2,2.0,2.0,µg/mL,63611.0,5952.0,140637,43072,1,2018-06-07 14:28:08
16852,Moxifloxacin,,1,,,,,,,,,,,1.0,4,4.0,4.0,µg/mL,63611.0,5952.0,140637,43072,1,2018-06-07 14:28:08
16853,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5953.0,140264,43205,1,2018-06-07 14:28:08
16854,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5954.0,140459,43197,1,2018-06-07 14:28:08
16855,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5955.0,140468,43188,1,2018-06-07 14:28:08
16856,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5956.0,140470,43192,1,2018-06-07 14:28:08
16857,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5957.0,140478,43227,1,2018-06-07 14:28:08
16858,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5958.0,140488,43235,1,2018-06-07 14:28:08
16859,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5959.0,132609,43107,1,2018-06-07 14:28:08
16860,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5960.0,132611,43114,1,2018-06-07 14:28:08
16861,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5961.0,140502,43121,1,2018-06-07 14:28:08
16862,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5962.0,140569,43200,1,2018-06-07 14:28:08
16863,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5963.0,140574,43209,1,2018-06-07 14:28:08
16864,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,100147.0,5964.0,140586,43224,1,2018-06-07 14:28:08
16865,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,100147.0,5965.0,140588,43229,1,2018-06-07 14:28:08
16866,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,100147.0,5966.0,140593,43262,1,2018-06-07 14:28:08
16867,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5967.0,140607,43257,1,2018-06-07 14:28:08
16868,Nalidixic acid,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,100147.0,5968.0,140612,43253,1,2018-06-07 14:28:08
16869,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5969.0,140614,43129,1,2018-06-07 14:28:08
16870,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5970.0,140228,43131,1,2018-06-07 14:28:08
16871,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5971.0,132619,43141,1,2018-06-07 14:28:08
16872,Nalidixic acid,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,100147.0,5972.0,140620,43142,1,2018-06-07 14:28:08
16873,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5973.0,140621,43143,1,2018-06-07 14:28:08
16874,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5974.0,140627,43152,1,2018-06-07 14:28:08
16875,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,100147.0,5975.0,140238,43153,1,2018-06-07 14:28:08
16876,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5976.0,132999,43159,1,2018-06-07 14:28:08
16877,Nalidixic acid,,1,,,,,,,,,,,1.0,,,,,100147.0,5977.0,132580,43069,1,2018-06-07 14:28:08
16878,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5978.0,140641,43077,1,2018-06-07 14:28:08
16879,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5979.0,140643,43079,1,2018-06-07 14:28:08
16880,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,100147.0,5980.0,140646,43286,1,2018-06-07 14:28:08
16881,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,100147.0,5981.0,140647,43288,1,2018-06-07 14:28:08
16882,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5982.0,140648,43289,1,2018-06-07 14:28:08
16883,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5983.0,6133,43315,1,2018-06-07 14:28:08
16884,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5984.0,6128,43315,1,2018-06-07 14:28:08
16885,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5985.0,140532,43316,1,2018-06-07 14:28:08
16886,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5986.0,140551,43295,1,2018-06-07 14:28:08
16887,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5987.0,140561,43292,1,2018-06-07 14:28:08
16888,Nalidixic acid,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),100147.0,5988.0,140563,43302,1,2018-06-07 14:28:08
16889,Nalidixic acid,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,100147.0,5989.0,140564,43293,1,2018-06-07 14:28:08
16890,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,5990.0,140264,43205,1,2018-06-07 14:28:08
16891,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,5991.0,140275,43190,1,2018-06-07 14:28:08
16892,Neomycin,,1,1.0,10,10.0,10.0,µg (disc),,,,,,,,,,,7507.0,5992.0,140470,43192,1,2018-06-07 14:28:08
16893,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,5993.0,140478,43227,1,2018-06-07 14:28:08
16894,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,5994.0,140481,43254,1,2018-06-07 14:28:08
16895,Neomycin,,1,1.0,50,50.0,50.0,µg/mL,,,,,,,,,,,7507.0,5995.0,140485,43242,1,2018-06-07 14:28:08
16896,Neomycin,,1,,,,,,,,,,,1.0,5,5.0,5.0,µg/mL,7507.0,5995.0,140485,43242,1,2018-06-07 14:28:08
16897,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,5996.0,132611,43114,1,2018-06-07 14:28:08
16898,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,5997.0,140501,43120,1,2018-06-07 14:28:08
16899,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,5998.0,140504,43125,1,2018-06-07 14:28:08
16900,Neomycin,,1,1.0,10,10.0,10.0,µg (disc),,,,,,,,,,,7507.0,5999.0,140510,43167,1,2018-06-07 14:28:08
16901,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,6000.0,140515,43094,1,2018-06-07 14:28:08
16902,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,6001.0,132988,43097,1,2018-06-07 14:28:08
16903,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,6002.0,140565,43186,1,2018-06-07 14:28:08
16904,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,6003.0,140574,43209,1,2018-06-07 14:28:08
16905,Neomycin,,1,,,,,,,,,,,1.0,,,,µg/mL,7507.0,6004.0,140283,43219,1,2018-06-07 14:28:08
16906,Neomycin,,1,,,,,,,,,,,1.0,,,,µg/mL,7507.0,6005.0,140282,43219,1,2018-06-07 14:28:08
16907,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6006.0,140576,43194,1,2018-06-07 14:28:08
16908,Neomycin,,1,1.0,20000,999.99,999.99,µg/mL,,,,,,,,,,,7507.0,6007.0,132826,43274,1,2018-06-07 14:28:08
16909,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,7507.0,6008.0,140593,43262,1,2018-06-07 14:28:08
16910,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,6009.0,140599,43222,1,2018-06-07 14:28:08
16911,Neomycin,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,7507.0,6010.0,140600,43279,1,2018-06-07 14:28:08
16912,Neomycin,,1,1.0,5,5.0,5.0,µg,,,,,,,,,,,7507.0,6011.0,7573,43259,1,2018-06-07 14:28:08
16913,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,6012.0,140615,43130,1,2018-06-07 14:28:08
16914,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,7507.0,6013.0,140229,43132,1,2018-06-07 14:28:08
16915,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6014.0,132619,43141,1,2018-06-07 14:28:08
16916,Neomycin,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,7507.0,6015.0,140620,43142,1,2018-06-07 14:28:08
16917,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6016.0,140622,43146,1,2018-06-07 14:28:08
16918,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6017.0,140627,43152,1,2018-06-07 14:28:08
16919,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,6018.0,132998,43155,1,2018-06-07 14:28:08
16920,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6019.0,132999,43159,1,2018-06-07 14:28:08
16921,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6020.0,140642,43078,1,2018-06-07 14:28:08
16922,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,6021.0,140643,43079,1,2018-06-07 14:28:08
16923,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg,7507.0,6022.0,140647,43288,1,2018-06-07 14:28:08
16924,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6023.0,140648,43289,1,2018-06-07 14:28:08
16925,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,6024.0,140525,43299,1,2018-06-07 14:28:08
16926,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6025.0,140533,43317,1,2018-06-07 14:28:08
16927,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6026.0,140322,43325,1,2018-06-07 14:28:08
16928,Neomycin,,1,1.0,5,5.0,5.0,µg (disc),,,,,,,,,,,7507.0,6027.0,140541,43328,1,2018-06-07 14:28:08
16929,Neomycin,,1,1.0,5,5.0,5.0,µg (disc),,,,,,,,,,,7507.0,6028.0,140545,43333,1,2018-06-07 14:28:08
16930,Neomycin,,1,1.0,5,5.0,5.0,µg (disc),,,,,,,,,,,7507.0,6029.0,140544,43332,1,2018-06-07 14:28:08
16931,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,6030.0,140551,43295,1,2018-06-07 14:28:08
16932,Neomycin,,1,0.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6031.0,140553,43298,1,2018-06-07 14:28:08
16933,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6032.0,140556,43306,1,2018-06-07 14:28:08
16934,Neomycin,,1,,,,,,,,,,,1.0,30,30.0,30.0,µg (disc),7507.0,6033.0,140563,43302,1,2018-06-07 14:28:08
16935,Neomycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7507.0,6034.0,140564,43293,1,2018-06-07 14:28:08
16936,Neomycin sulfate,,1,1.0,200,200.0,200.0,µg,,,,,,,,,,,31635.0,6035.0,140612,43253,1,2018-06-07 14:28:08
16937,Netilmycin,,1,1.0,30,30.0,30.0,µg (disc),,,,,,,,,,,7528.0,6036.0,140460,43178,1,2018-06-07 14:28:08
16938,Netilmycin,,1,1.0,30,30.0,30.0,µg,,,,,,,,,,,7528.0,6037.0,140577,43180,1,2018-06-07 14:28:08
16939,Niaproof,,1,1.0,,,,,,,,,,,,,,,75273.0,6038.0,132580,43069,1,2018-06-07 14:28:08
