ID_strain_history,history,ID_strains,ID_reference,manual_annotation,last_change
27349,"<- M.E. Sharpe, C3/12",1720,8478,1,2019-11-08 07:31:45
27348,"<- V. Scardovi, F395",1719,8522,1,2019-11-08 07:31:45
27346,"<- V. Scardovi, F171",1714,8814,1,2019-11-08 07:31:45
27347,"<- ATCC <- V. Scardovi, 1145",1718,8809,1,2019-11-08 07:31:45
27344,"<- V. Scardovi, F392",1712,8528,1,2019-11-08 07:31:45
27345,"<- ATCC <- V. Scardovi, B1279",1713,8813,1,2019-11-08 07:31:45
27342,"<- V. Scardovi, RA76",1710,8613,1,2019-11-08 07:31:45
27343,"<- V. Scardovi, RA3",1711,8640,1,2019-11-08 07:31:45
27341,"<- T. Mitsuoka, C10-45 (<I>Bifidobacterium longum</I> subsp. <I>animalis </I>biotype b)",1708,8523,1,2019-11-08 07:31:45
27339,"<- V. Scardovi, C-215",1700,8610,1,2019-11-08 07:31:45
27340,"<- V. Scardovi, SU859",1746,8480,1,2019-11-08 07:31:45
27338,"<- V. Scardovi, C 410",1707,8483,1,2019-11-08 07:31:45
27337,"<- P. Mattarelli; D9 <- M. Modesto, Dept. Agricul. Scs., Univ. Bologna, Italy <- M. R. D'Aimmo, Chalmers Univ. of Technol., Dept. of Chemical and Biological Eng., Gothenburg, Sweden",157637,64206,1,2019-11-08 07:31:45
27336,"<- P. Matarelli; D1 <- M. Modesto, Dept. Agricul. Scs., Univ. Bologna, Italy <- M. R. D'Aimmo, Chalmers Univ. of Technol., Dept. of Chemical and Biological Eng., Gothenburg, Sweden",157636,64205,1,2019-11-08 07:31:45
27335,"<- P. Mattarelli; G3 <- M. Modesto, Dept. Agricul. Scs., Univ. Bologna, Italy <- M. R. D'Aimmo, Chalmers Univ. of Technol., Dept. of Chemical and Biological Eng., Gothenburg, Sweden",157635,64204,1,2019-11-08 07:31:45
27334,"<- P. Mattarelli; G1 <- M. Modesto, Dept. Agricul. Scs., Univ. Bologna, Italy <- M. R. D'Aimmo, Chalmers Univ. of Technol., Dept. of Chemical and Biological Eng., Gothenburg, Sweden",157634,64203,1,2019-11-08 07:31:45
27331,"<- ATCC <- V. Scardovi, B764",1704,8812,1,2019-11-08 07:31:45
27332,"<- Y. Benno, Ch 206-5",1705,8992,1,2019-11-08 07:31:45
27333,"<- V. Scardovi, RU224",1706,8518,1,2019-11-08 07:31:45
27330,"<- V. Scardovi, B735",1703,8639,1,2019-11-08 07:31:45
27329,<- ATCC <- CDC X573 <- D.H. Howard (<I>Actinomyces eriksonii</I>),1702,8511,1,2019-11-08 07:31:45
27328,"<- ATCC <- V. Scardovi, RA93",1701,8811,1,2019-11-08 07:31:45
27327,"<- ATCC <- V. Scardovi, SU806",1699,8810,1,2019-11-08 07:31:45
27325,<- CIP <- ATCC <- V. Scardovi; B669,1697,6595,1,2019-11-08 07:31:45
27326,"<- V. Scardovi, F44",1698,8641,1,2019-11-08 07:31:45
27323,"<- G. Reuter, S1",1695,8482,1,2019-11-08 07:31:45
27324,"<- G. Reuter, S50 (<I>Bifidobacterium parvulorum</I>) (Variant a)",1696,8517,1,2019-11-08 07:31:45
27321,"<- T. Mitsuoka <- Tissier, Ti",1693,8828,1,2019-11-08 07:31:45
27322,"<- ATCC <- V. Scardovi, RU917",1694,8808,1,2019-11-08 07:31:45
27319,"<- G. Reuter, E319f (Variant a)",1691,8509,1,2019-11-08 07:31:45
27320,"<- ATCC <- P. György, 212A (<I>Lactobacillus bifidus</I> subsp. <I>pennsylvanicus</I>)",1692,8650,1,2019-11-08 07:31:45
27318,"<- N. Weiss, Hl 3",1690,8484,1,2019-11-08 07:31:45
27316,"<- ATCC <- V. Scardovi, C51",1688,8515,1,2019-11-08 07:31:45
27317,"<- ATCC <- V. Scardovi, C 3",1689,8807,1,2019-11-08 07:31:45
27315,"<- B. Stecher, Max von Pettenkofer-Inst., Munich; YL2",131035,22327,1,2019-11-08 07:31:45
27313,"<- V. Scardovi, P23",1687,8530,1,2019-11-08 07:31:45
27314,"<- T. Clavel, TU Munich, Freising-Weihenstephan, Germany; SJ19",131034,22326,1,2019-11-08 07:31:45
27311,"<- V. Scardovi, F158",1686,8642,1,2019-11-08 07:31:45
27312,"<- T. Mitsuoka, R101-8 (<I>Bifidobacterium longum</I> subsp. <I>animalis</I> biotype a)",1736,8529,1,2019-11-08 07:31:45
27310,"<- V. Scardovi, B677",1685,8524,1,2019-11-08 07:31:45
27309,"<- H. Browne, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire, United Kingdom; H4_11",157633,64202,1,2019-11-08 07:31:45
27308,"<- H. Browne, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire, United Kingdom; H1_9",157632,64201,1,2019-11-08 07:31:45
27307,"<- H. Browne, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire, United Kingdom; f-BAD",157631,64200,1,2019-11-08 07:31:45
27306,"<- P. Mattarelli; ORG8 <- M. Modesto, Dept. Agricul. Scs., Univ. Bologna, Italy <- M. R. D'Aimmo, Chalmers Univ. of Technol., Dept. of Chemical and Biological Eng., Gothenburg, Sweden",157630,64199,1,2019-11-08 07:31:45
27305,"<- P. Mattarelli; ORG4 <- M. Modesto, Dept. Agricul. Scs., Univ. Bologna, Italy <- M. R. D'Aimmo, Chalmers Univ. of Technol., Dept. of Chemical and Biological Eng., Gothenburg, Sweden",157629,64198,1,2019-11-08 07:31:45
27304,"<- JCM <- M.-S. Kim, Kyung Hee Univ., Seoul, Republic of Korea; Eg1",1748,17786,1,2019-11-08 07:31:45
27302,"<- G. Reuter, E 298 b (Variant c)",1683,8512,1,2019-11-08 07:31:45
27303,"<- V. Scardovi, RU 424 (Mannitol fermenter)",1684,8513,1,2019-11-08 07:31:45
27300,"<- K.A. Malik, AM-4",1671,880,1,2019-11-08 07:31:45
27301,"<- ATCC <- G. Reuter, E194a (Variant a)",1682,8510,1,2019-11-08 07:31:45
27299,"<- NCIB <- F. Hilger, B.5 (<I>Beijerinckia congensis</I>)",1670,874,1,2019-11-08 07:31:45
27297,"<- NCIB <- F. Hilger, 3",1668,876,1,2019-11-08 07:31:45
27298,<- NCIB <- F. Hilger (<I>Beijerinckia acida</I>),1669,871,1,2019-11-08 07:31:45
27295,<- NCIB <- H.L. Jensen,1666,875,1,2019-11-08 07:31:45
27296,<- UQM,1667,733,1,2019-11-08 07:31:45
27294,"<- WR, WR-222 <- R. Materassi",1662,735,1,2019-11-08 07:31:45
27291,"<- J.M. Larkin and W.R. Strohl, B15LD",17076,498,1,2019-11-08 07:31:45
27292,<- UQM,1660,734,1,2019-11-08 07:31:45
27293,<- NCIB <- F. Hilger,1661,873,1,2019-11-08 07:31:45
27290,"<- ATCC <- M. P. Starr, ICPB <- S. F. Conti; UKi2",1574,4813,1,2019-11-08 07:31:45
27288,"<- ICPB <- H. Stolp, HD 114",1648,12721,1,2019-11-08 07:31:45
27289,"<- ICPB <- H. Stolp, HD 127",1649,12722,1,2019-11-08 07:31:45
27286,"<- ATCC <- M. P. Starr, ICPB <- R. J. Seidler; H-I 100",1646,4735,1,2019-11-08 07:31:45
27287,"<- ICPB <- H. Stolp, HD 100",1647,12720,1,2019-11-08 07:31:45
27285,"<- A.J.B. Zehnder, X5-1",1603,1474,1,2019-11-08 07:31:45
27284,"<- H. Browne, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire, United Kingdom; H6_5",157628,64197,1,2019-11-08 07:31:45
27283,"<- H. Browne, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire, United Kingdom; H5_1",157627,64196,1,2019-11-08 07:31:45
27282,"<- H. Browne, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire, United Kingdom; H4_2",157626,64195,1,2019-11-08 07:31:45
27280,"<- ATCC <- Wadsworth Anaerobic Bact. Res. Lab., WAL 1887",1602,1346,1,2019-11-08 07:31:45
27281,"<- T. Clavel, TU Munich, Freising-Weihenstephan, Germany; 39a-cc-B-5824-ARE",130883,22192,1,2019-11-08 07:31:45
27279,<- ATCC <- A.H. Eggerth,1601,769,1,2019-11-08 07:31:45
27278,"<- NCTC (<I>Bacteroides corrodens</I>) <- F.L. Jackson, EDMH-1",2102,8781,1,2019-11-08 07:31:45
27277,"<- ATCC <- T.D. Wilkins, WAL 2926 <- V.L. Sutter",1600,1004,1,2019-11-08 07:31:45
27275,<- NCTC {1985} <- H. Werner; 1651/6,12520,9023,1,2019-11-08 07:31:45
27276,"<- NCTC <- H. Werner, E50 (VPI 5482)",1599,714,1,2019-11-08 07:31:45
27274,"<- H. Browne, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire, United Kingdom; H3_6",157625,64194,1,2019-11-08 07:31:45
27273,"<- H. Browne, Wellcome Trust Sanger Institute, Hinxton, Cambridge; G16",157624,64193,1,2019-11-08 07:31:45
27271,"<- H. Browne, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire, United Kingdom; Sanger_22",131625,23421,1,2019-11-08 07:31:45
27272,"<- H. Browne, Wellcome Trust Sanger Institute, Hinxton, Cambridgeshire, United Kingdom; Sanger_21",131626,23422,1,2019-11-08 07:31:45
27269,"<- Y. Benno, P 38024",1595,8960,1,2019-11-08 07:31:45
27270,"<- G. Zellner, Univ. Hannover, Germany; C (<i>Lactogenium sp.</i>)",1598,3030,1,2019-11-08 07:31:45
27267,<- JCM <- STAFF; 1101 <- ATCC <- NCTC <- D. N. Love; VPB 160,1593,8247,1,2019-11-08 07:31:45
27268,"<- Y. Benno, P39-88",1594,8959,1,2019-11-08 07:31:45
27266,<- ATCC <- A.H. Eggerth,1592,918,1,2019-11-08 07:31:45
27265,<- NCTC <- L.V. Holdeman (VPI D27B-24),12532,8780,1,2019-11-08 07:31:45
27264,"<- CCUG <- R. Gherna, ATCC <- L. V. Holdeman; VPI 2340 <- L. DS. Smith; strain 11342 <- W. I. B. Beveridge",2236,16680,1,2019-11-08 07:31:45
27263,"<- ATCC <- L.V. Holdeman (VPI 5731-1) <- McMaster Lab., New South Wales, 198A",2235,8785,1,2019-11-08 07:31:45
27260,"<- Y. Benno, P 36-108",1591,8961,1,2019-11-08 07:31:45
27261,"<- ATCC <- L.V. Holdeman, VPI 4197 <- S. Finegold, B422",12531,8783,1,2019-11-08 07:31:45
27262,"<- ATCC <- J. Slots, 7728-L6C",12504,9021,1,2019-11-08 07:31:45
27259,"<- N.S. Jensen, N6",1590,1536,1,2019-11-08 07:31:45
27257,"<- M. Hamilton, MPRL 1840/MH 4",1588,3681,1,2019-11-08 07:31:45
27258,"<- M. Hamilton, MPRL 1843/MH 80",1589,3682,1,2019-11-08 07:31:45
27256,"<- M. Hamilton, MPRL 1842/MH 44",1587,3680,1,2019-11-08 07:31:45
27255,"<- M. Hamilton, MPRL 1839/MH 3",1586,3679,1,2019-11-08 07:31:45
27254,"<- ATCC <- W.E. Moore, VPI 2553 <- A. Sonnenwirth, EN-2 <- NCTC <- L.P. Garrod",1585,979,1,2019-11-08 07:31:45
27253,<- J.M. Macy <- ATCC <- B. Hovig (<I>Sphaerophorus intermedius</I>),1584,762,1,2019-11-08 07:31:45
27252,<- NCTC <- ATCC <- L.V. Holdeman (VPI T5-42B-1),1583,9017,1,2019-11-08 07:31:45
27251,"<- T. Clavel, TU Munich, Freising-Weihenstephan, Germany; SAB-131-CoC-3",130882,22191,1,2019-11-08 07:31:45
27250,<- NCTC <- ATCC <- A.H. Eggerth,12497,8779,1,2019-11-08 07:31:45
27249,"<- ATCC <- L.V. Holdeman, VPI 8057 <- D.W. Lambe Jr., 1304-72B",12530,8888,1,2019-11-08 07:31:45
27248,"<- NCDO <- S.S. Socransky, 1210",12529,8962,1,2019-11-08 07:31:45
27246,"<- W.D. Murray, WM 2",1581,1253,1,2019-11-08 07:31:45
27247,"<- E.P. Cato (VPI 8755) <- D.W. Lambe, Jr., EUH 581-73",1582,8782,1,2019-11-08 07:31:45
27244,"<- NCDO <- H.N. Shaw, NP333 (<I>Bacteroides pentosaceus</I>)",12527,8963,1,2019-11-08 07:31:45
27245,"<- NCDO <- H.N. Shaw, HS4",12528,8964,1,2019-11-08 07:31:45
27242,"<- ATCC <- L.V. Holdeman, VPI 6822 <- D. Blazevic, 653C",12525,8886,1,2019-11-08 07:31:45
27243,<- CIP <- J.-P. Carlier <- ATCC <- L. V. Holdeman; VPI D3A-6,12526,7845,1,2019-11-08 07:31:45
27240,<- F. Pichinoty; Tri 4,11493,2727,1,2019-11-08 07:31:45
27241,<- F. Pichinoty; Q2,11494,2728,1,2019-11-08 07:31:45
27237,<- F. Pichinoty; Q13,11490,2466,1,2019-11-08 07:31:45
27238,<- F. Pichinoty; Q12,11491,2725,1,2019-11-08 07:31:45
27239,<- F. Pichinoty; Pohb3,11492,2726,1,2019-11-08 07:31:45
27236,<- F. Pichinoty; Q1,11489,2157,1,2019-11-08 07:31:45
27234,"<- M. Aragno, strain T2",436,1245,1,2019-11-08 07:31:45
27235,"<- NRRL <- N.R. Smith, 1000 (<I>Bacillus circulans</I>) <- J.R. Porter <- G. Bredemann (<I>Bacillus validus</I>, 1)",11488,1279,1,2019-11-08 07:31:45
27233,"<- H. Liesegang, Institute of Microbiology, University Göttingen, Germany <-A. Sheppard <- H. Schulenburg , Evolutionary Ecology and Genetics, Zoological Institute CAU Kiel; Bt18247",139707,42318,1,2019-11-08 07:31:45
27232,"<- H. Liesegang, Institut für Mikrobiologie und Genetik, Georg-August Universität Göttingen, Göttingen, Germany; Bt GOE7",132703,24493,1,2019-11-08 07:31:45
27231,"<- H. Liesegang, Institut für Mikrobiologie und Genetik, Georg-August Universität Göttingen, Göttingen, Germany; Bt GOE6",132702,24492,1,2019-11-08 07:31:45
27230,"<- H. Liesegang, Institut für Mikrobiologie und Genetik, Georg-August Universität Göttingen, Göttingen, Germany; Bt GOE5",132701,24491,1,2019-11-08 07:31:45
27229,"<- H. Liesegang, Institut für Mikrobiologie und Genetik, Georg-August Universität Göttingen, Göttingen, Germany; Bt GOE4",132700,24490,1,2019-11-08 07:31:45
27228,"<- H. Liesegang, Institut für Mikrobiologie und Genetik, Georg-August Universität Göttingen, Göttingen, Germany; Bt GOE3",132699,24489,1,2019-11-08 07:31:45
27227,"<- H. Liesegang, Institut für Mikrobiologie und Genetik, Georg-August Universität Göttingen, Göttingen, Germany; Bt GOE2",132698,24488,1,2019-11-08 07:31:45
27226,"<- H. Liesegang, Institut für Mikrobiologie und Genetik, Georg-August Universität Göttingen, Göttingen, Germany <- J.Hollensteiner and A. Kolarzyk; Bt GOE1",132697,24487,1,2019-11-08 07:31:45
27225,<- BGSC <- H.G. Boman,1067,2873,1,2019-11-08 07:31:45
27224,"<- NRRL <- H. de Barjac, Institut Pasteur",1066,2494,1,2019-11-08 07:31:45
27223,"<- NRRL <- H. de Barjac, Institut Pasteur",1065,2493,1,2019-11-08 07:31:45
27221,"<- NRRL <- H. de Barjac, Institut Pasteur",1063,2491,1,2019-11-08 07:31:45
27222,"<- NRRL <- K. Aizawa, AF-101, Kyushu University",1064,2492,1,2019-11-08 07:31:45
27220,"<- NRRL <- H. T. Dulmage, USDA",1062,2490,1,2019-11-08 07:31:45
27218,"<- NRRL <- J.A. Correa, USDA",1060,2488,1,2019-11-08 07:31:45
27219,"<- NRRL <- H. de Brajac, 5, Institut Pasteur",1061,2489,1,2019-11-08 07:31:45
27217,"<- NRRL <- H. de Barjac, Institut Pasteur",1059,2487,1,2019-11-08 07:31:45
27215,"<- NRRL <- H. de Barjac, Institut Pasteur",1057,2485,1,2019-11-08 07:31:45
27216,"<- NRRL <- H. de Barjac, 2-2, Institut Pasteur <- A. Heimpel, USA",1058,2486,1,2019-11-08 07:31:45
27214,"<- NRRL <- H. de Barjac, 11-1, Institut Pasteur <- A. Krieg, Germany",1056,2484,1,2019-11-08 07:31:45
27213,"<- NRRL <- A. Krieg, B-30-2, Institut für biologische Schädlingsbekämpfung, Darmstadt",1055,2483,1,2019-11-08 07:31:45
27212,"<- NRRL <- A. J. Martinez, USDA",1054,2482,1,2019-11-08 07:31:45
27210,<- NRRL,1052,2480,1,2019-11-08 07:31:45
27211,"<- NRRL <- H. de Barjac, Institut Pasteur",1053,2481,1,2019-11-08 07:31:45
27209,"<- NRRL <- A. Krieg, 10/103, Institut f. biologische Schädlingsbekämpfung, Darmstadt",1051,2479,1,2019-11-08 07:31:45
27208,"<- NRRL <- K. Aizawa, A3C1, Kyushu University, Japan",1050,2478,1,2019-11-08 07:31:45
27207,"<- NRRL <- A. J. DeLucca, 193, USDA",1049,2477,1,2019-11-08 07:31:45
27206,"<- NRRL <- I. M. Hall, 60A, University of California <- L. Goldberg, USA",1048,2476,1,2019-11-08 07:31:45
27205,"<- NRRL <- H. de Barjac, Institut Pasteur",1047,2475,1,2019-11-08 07:31:45
27203,"<- NRRL <-  A. J. DeLucca, USDA",1045,2451,1,2019-11-08 07:31:45
27204,"<- NRRL <- A. J. DeLucca, USDA",1046,2452,1,2019-11-08 07:31:45
27202,"<- NRRL <- Y. Tanada, 59-1-1, University of California <- E. Steinhaus, 59-1-1",1044,2450,1,2019-11-08 07:31:45
27201,"<- NRRL <- N. R. Dubois, 95, USDA <- A. Heimpel, 2, USA",1043,2444,1,2019-11-08 07:31:45
27200,"<- NRRL <- K. Aizawa, Kyushu University, Japan",1042,2440,1,2019-11-08 07:31:45
27198,"<- NRRL <- K. Aizawa, Kyushu University, Japan",1040,2438,1,2019-11-08 07:31:45
27199,"<- NRRL <- H. de Barjac, 110-1, Institut Pasteur <- M. Ohba, Japan",1041,2439,1,2019-11-08 07:31:45
27197,"<- NRRL <- H. de Barjac, 800.3, Institut Pasteur",1039,2437,1,2019-11-08 07:31:45
27195,"<- NRRL <- H. de Barjac, B-23-200-1 (s.t), Institut Pasteur <- B. Rajagopalan, India",1037,2435,1,2019-11-08 07:31:45
27196,"<- NRRL <- H. de Barjac, T-2 22-1 (s.t), Institut Pasteur <- W. Ying, China",1038,2436,1,2019-11-08 07:31:45
27193,"<- NRRL <- A. J. DeLucca, 271, USDA",1035,2433,1,2019-11-08 07:31:45
27194,<- NRRL,1036,2434,1,2019-11-08 07:31:45
27192,"<- NRRL <- M. Ohba, K. Aizawa, Kyushu University, Japan",1034,2432,1,2019-11-08 07:31:45
27191,"<- NRRL <- M. Ohba, K. Aizawa, Kyushu University, Japan",1033,2431,1,2019-11-08 07:31:45
27190,"<- NRRL <- M. Ohba, K. Aizawa, Kyushu University, Japan",1032,2430,1,2019-11-08 07:31:45
27188,"<- NRRL <- M. R. Shaikh, 232/14, University of Karachi",1030,2420,1,2019-11-08 07:31:45
27189,"<- NRRL <- J. V. Bell, USDA",1031,2421,1,2019-11-08 07:31:45
27187,"<- NRRL <- H. de Barjac, 8-1, Institut Pasteur <- J. Norris, England",1029,2376,1,2019-11-08 07:31:45
27186,"<- NRRL <- H. de Barjac, Institut Pasteur",1028,2375,1,2019-11-08 07:31:45
27184,"<- NRRL <- O. Lysenko, CCEB 565",1026,2373,1,2019-11-08 07:31:45
27185,"<- NRRL <- H. de Barjac, Institut Pasteur",1027,2374,1,2019-11-08 07:31:45
27183,"<- NRRL <- H. de Barjac, Institut Pasteur",1025,2372,1,2019-11-08 07:31:45
27182,"<- NRRL <- O. Lysenko, CCEB 566",1024,2371,1,2019-11-08 07:31:45
27180,<- H. Gürtler,1022,2311,1,2019-11-08 07:31:45
27181,<- H. Gürtler <- Novo Labs. Inc.,1023,2326,1,2019-11-08 07:31:45
27179,<- H. Gürtler,1021,2310,1,2019-11-08 07:31:45
27177,<- NRRL,1019,2207,1,2019-11-08 07:31:45
27178,"<- NRRL <- H.R. Dubois, 143, USDA <- A. Heimpel, 2-1328, USA",1020,2208,1,2019-11-08 07:31:45
27176,<- NRRL,1018,2206,1,2019-11-08 07:31:45
27173,"<- NRRL <- H. de Barjac, Institut Pasteur",1015,2203,1,2019-11-08 07:31:45
27174,"<- NRRL <- J. E. Henry, BT I, USDA",1016,2204,1,2019-11-08 07:31:45
27175,"<- NRRL <- H. de Barjac, Institut Pasteur",1017,2205,1,2019-11-08 07:31:45
27171,<- NRRL,1013,2201,1,2019-11-08 07:31:45
27172,"<- NRRL <- D. D. Hunter, USDA",1014,2202,1,2019-11-08 07:31:45
27169,"<- NRRL <- H. de Barjac, ONR-60a, Institut Pasteur",1011,2199,1,2019-11-08 07:31:45
27170,"<- NRRL <- A. J. DeLucca, 4-85, USDA",1012,2200,1,2019-11-08 07:31:45
27168,"<- NRRL <- H. de Barjac, 800.1, Institut Pasteur",1010,2198,1,2019-11-08 07:31:45
27167,"<- NRRL <- H. D.Burges, 010, Glashouse Crops Research Institute, England <- N. Hussey, England",1009,2197,1,2019-11-08 07:31:45
27166,"<- NRRL <- K. Aizawa, Kyushu University, Japan <- China",1008,2196,1,2019-11-08 07:31:45
27165,"<- NRRL <- S. Luo, Wuhan Institute of Virology",1007,2195,1,2019-11-08 07:31:45
27164,<- ATCC <- E.A. Steinhaus <- O. Mattes,1006,688,1,2019-11-08 07:31:45
27163,"<- IMG, 1564",1005,142,1,2019-11-08 07:31:45
27160,"<- Y. Suzuki, KP 1022",1431,1117,1,2019-11-08 07:31:45
27161,<- P. Oriel,1443,2571,1,2019-11-08 07:31:45
27162,"<- A.G. Valladares Juárez, Techn. Univ. Hamburg-Harburg <- J. Dreyer; PB94A",1432,15845,1,2019-11-08 07:31:45
27159,"<- Y. Suzuki, KP 1006 (<I>Bacillus thermoglucosidius</I>)",1430,1116,1,2019-11-08 07:31:45
27158,"<- R. Petkauskaite, Vilnius University, Faculty of Natural Sciences, Vilnius, Lithuania; PA-3",132123,23913,1,2019-11-08 07:31:45
27157,"<- U. Lechner, Martin-Luther-Universität Halle-Wittenberg; 16-2-A <- K. Kosowski",130202,21518,1,2019-11-08 07:31:45
27156,"<- A. Coleri Cihan, Faculty of Sci., Ankara Univ., Turkey; A333",1429,16435,1,2019-11-08 07:31:45
27155,"<- M. G. Fortina, DISTAM, Milano, Italy; B15 A",1428,4925,1,2019-11-08 07:31:45
27154,"<- M. G. Fortina, DISTAM, Milano, Italy; TH 35A",1427,4924,1,2019-11-08 07:31:45
27153,"<- M. G. Fortina, DISTAM, Milano, Italy; TH 33A",1426,4923,1,2019-11-08 07:31:45
27152,"<- F. Hollaus, E 32-66 (<I>Bacillus thermodenitrificans</I>)",1425,119,1,2019-11-08 07:31:45
27151,"<- F. Hollaus, L 2-65 (<I>Bacillus thermodenitrificans</I>)",1424,118,1,2019-11-08 07:31:45
27150,<- T. N. Nazina; Ga <- E. V. Lebedeva,1423,5886,1,2019-11-08 07:31:45
27149,"<- L.G. Loginova, 178",1422,375,1,2019-11-08 07:31:45
27148,"<- A. Stentebjerg, Aarhus University, Dept. og Microbiology; SB-14 <- S. Nazipi",157623,64192,1,2019-11-08 07:31:45
27147,"<- European Space Agency, Noordwijk, Netherlands <- C. Moissl-Eichinger, Medical Univ. Graz, Austria; 2dA_C27",157622,64191,1,2019-11-08 07:31:45
22134,"<- C. Sedlacek, Univ. Vienna, Fac. of Life Scs, Austria; G92-a <- E. Lebedeva",132671,24460,1,2018-05-31 09:23:47
27146,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg, Deutsches Zentrum für Luft- und Raumfahrt, Köln; D36_1",131655,23451,1,2019-11-08 07:31:45
27145,"<- European Space Agency, Noordwijk, Netherlands <- C. Moissl-Eichinger, Univ. Regensburg, Germany; Stev18",131654,23450,1,2019-11-08 07:31:45
27143,"<- European Space Agency, Noordwijk, Netherlands <- C. Moissl-Eichinger, Univ. Regensburg, Germany; Stev2",131652,23448,1,2019-11-08 07:31:45
27144,"<- European Space Agency, Noordwijk, Netherlands <- C. Moissl-Eichinger, Univ. Regensburg, Germany; Stev9",131653,23449,1,2019-11-08 07:31:45
27141,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg, Deutsches Zentrum für Luft- und Raumfahrt, Köln; D13-1",130880,22189,1,2019-11-08 07:31:45
27142,"<- European Space Agency, Noordwijk, Netherlands <- C. Moissl-Eichinger, Univ. Regensburg, Germany; T3_6",130881,22190,1,2019-11-08 07:31:45
27140,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg, Deutsches Zentrum für Luft- und Raumfahrt, Köln; D8-1",130879,22188,1,2019-11-08 07:31:45
27139,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg, Deutsches Zentrum für Luft- und Raumfahrt, Köln; D6-1",130878,22187,1,2019-11-08 07:31:45
27138,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg, Deutsches Zentrum für Luft- und Raumfahrt, Köln; FS3-1",130877,22186,1,2019-11-08 07:31:45
27137,"<- European Space Agency, Noordwijk, Netherlands <- S. Barczyk, DLR, Köln, Germany; b9_6",130189,21517,1,2019-11-08 07:31:45
27136,"<- European Space Agency, Noordwijk, Netherlands <- S. Barczyk, DLR, Köln, Germany; b9_5",130188,21516,1,2019-11-08 07:31:45
27135,"<- European Space Agency, Noordwijk, Netherlands <- S. Barczyk, DLR, Köln, Germany; b9_4",130187,21515,1,2019-11-08 07:31:45
27134,"<- European Space Agency, Noordwijk, Netherlands <- A. Auerbach, Univ. Regensburg, Germany; G23",130186,21514,1,2019-11-08 07:31:45
27133,"<- European Space Agency, Noordwijk, Netherlands <- A. Auerbach, Univ. Regensburg, Germany; G20",130185,21513,1,2019-11-08 07:31:45
27132,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg and S.Barczyk, DLR, Germany; D-FC1",23668,20407,1,2019-11-08 07:31:45
27131,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg and S.Barczyk, DLR, Germany; D1",23667,20406,1,2019-11-08 07:31:45
27130,"<- T. Clavel, TU Munich, Freising-Weihenstephan, Germany; Amp-T18",130876,22185,1,2019-11-08 07:31:45
27129,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg and S. Barczyk, DLR, Köln, Germany; P10/14_1",22919,18797,1,2019-11-08 07:31:45
27128,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg and S. Barczyk, DLR, Köln, Germany; P10/7_1",22918,18796,1,2019-11-08 07:31:45
27127,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg and S. Barczyk, DLR, Köln, Germany; P8/15_1",22917,18795,1,2019-11-08 07:31:45
27126,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg and S. Barczyk, DLR, Köln, Germany; P8/5_1",22916,18794,1,2019-11-08 07:31:45
27124,"<- P. Tavares, CNRS, Gif-sur-Yvette, France; YB886",1004,17918,1,2019-11-08 07:31:45
27125,"<- European Space Agency, Noordwijk, Netherlands <- P. Rettberg and S. Barczyk, DLR, Köln, Germany; P5/4_1",22915,18793,1,2019-11-08 07:31:45
27123,"<- A. Sekowska, AMAbiotics SAS; strain 168 <- C. Anagnostopoulos, INRA, France",1003,17371,1,2019-11-08 07:31:45
27122,"<- BGSC, Columbus, Ohio, USA",1002,17246,1,2019-11-08 07:31:45
27121,"<- European Space Agency, Noordwijk, Netherlands; TW17/1 <- P. Rettberg and S. Barczyk, DLR, Köln, Germany",1001,17153,1,2019-11-08 07:31:45
27120,"<- European Space Agency, Noordwijk, Netherlands; FR1-49con <- C. Moissl-Eichinger, Univ. Regensburg, Germany",1000,17084,1,2019-11-08 07:31:45
27119,"<- European Space Agency, Noordwijk, Netherlands; FR2-S11Ca <- P. Rettberg and S. Barczyk, DLR, Köln, Germany",999,17057,1,2019-11-08 07:31:45
27117,"<- European Space Agency, Noordwijk, Netherlands; FR2-S6Ba <- P. Rettberg and S. Barczyk, DLR, Köln, Germany",997,17051,1,2019-11-08 07:31:45
27118,"<- European Space Agency, Noordwijk, Netherlands; FR2-S7Aa <- P. Rettberg and S. Barczyk, DLR, Köln, Germany",998,17052,1,2019-11-08 07:31:45
