FA_meta_ID,FA_type,FA_medium,FA_agar_liquid,FA_temp,FA_time,FA_pH,FA_oxygen,FA_cond,FA_soft,FA_lib,FA_system,FA_instrument,FA_method,FA_cutoff,last_change
1697,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1698,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1699,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1700,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1701,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1702,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1703,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1704,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1705,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1706,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1707,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1708,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1709,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1710,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1711,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1712,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1713,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1714,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1715,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1716,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1717,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1718,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1719,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1720,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1721,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1722,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1723,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1724,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1725,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1726,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1727,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1728,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1729,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1730,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1731,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1732,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1733,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1734,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1735,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1736,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1737,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1738,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1739,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1740,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1741,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1742,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1743,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1744,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1745,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1746,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1747,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1748,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1749,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1750,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1751,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1752,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1753,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1754,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1755,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1756,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1757,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1758,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1759,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1760,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1761,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1762,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1763,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1764,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1765,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1766,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1767,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1768,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1769,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1770,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1771,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1772,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1773,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1774,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1775,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1776,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1777,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1778,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1779,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1780,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1781,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1782,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1783,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1784,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1785,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1786,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1787,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1788,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1789,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1790,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1791,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1792,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1793,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1794,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1795,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1796,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1797,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1798,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1799,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1800,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1801,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1802,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1803,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1804,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1805,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1806,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1807,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1808,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1809,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1810,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1811,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1812,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1813,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1814,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1815,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1816,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1817,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1818,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1819,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1820,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1821,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1822,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1823,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1824,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1825,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1826,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1827,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1828,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1829,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1830,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1831,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1832,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1833,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1834,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1835,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1836,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1837,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1838,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1839,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1840,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1841,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1842,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1843,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1844,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1845,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1846,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1847,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1848,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1849,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1850,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1851,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1852,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1853,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1854,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1855,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1856,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1857,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1858,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1859,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1860,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1861,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1862,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1863,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1864,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1865,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1866,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1867,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1868,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1869,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1870,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1871,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1872,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1873,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1874,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1875,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1876,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1877,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1878,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1879,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1880,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1881,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1882,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1883,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1884,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1885,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1886,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1887,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1888,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1889,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1890,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1891,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1892,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1893,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1894,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1895,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1896,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1897,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1898,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1899,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1900,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1901,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1902,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1903,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1904,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1905,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1906,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1907,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1908,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1909,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1910,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1911,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1912,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1913,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1914,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1915,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1916,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1917,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1918,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1919,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1920,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1921,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1922,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1923,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1924,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1925,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1926,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1927,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1928,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1929,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1930,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1931,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1932,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1933,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1934,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1935,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1936,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1937,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1938,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1939,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1940,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1941,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1942,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1943,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1944,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1945,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1946,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1947,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1948,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1949,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1950,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1951,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1952,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1953,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1954,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1955,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1956,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1957,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1958,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1959,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1960,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1961,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1962,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1963,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1964,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1965,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1966,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1967,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1968,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1969,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1970,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1971,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1972,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1973,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1974,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1975,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1976,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1977,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1978,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1979,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1980,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1981,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1982,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1983,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1984,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1985,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1986,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1987,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1988,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1989,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1990,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1991,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1992,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1993,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1994,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1995,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1996,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1997,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1998,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
1999,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2000,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2001,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2002,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2003,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2004,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2005,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2006,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2007,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2008,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2009,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2010,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2011,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2012,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2013,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2014,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2015,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2016,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2017,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2018,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2019,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2020,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2021,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2022,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2023,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2024,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2025,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2026,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2027,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2028,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2029,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2030,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2031,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2032,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2033,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
2034,whole cell analysis,,,,,,,,,,,,CCUG,,2019-11-29 10:26:44
