halophily,salt,salt_concentration,salt_concentration_unit,ability,test_type
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,1,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,2,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,3,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,4,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
NULL,NaCl,5,%,positive,optimum
