ID_met_antibiotica,metabolite_antib,is_antibiotic,ab_sensitive,ab_sensitivity_conc,ab_sensitivity_unit,ab_intermediate_unit,ab_resistant,ab_intermediate_conc,ab_resistance_unit,chebi_ID
15461,Roxithromycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,48844
15462,Spectinomycin,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,9215
15463,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
15464,Trimethoprim,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",45924
15465,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
15466,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28001
15467,Sulfamethoxazole,1,1,1.25,µg,NULL,NULL,NULL,NULL,9332
15468,Norfloxacin,1,1,10,µg,NULL,NULL,NULL,NULL,100246
15469,Clindamycin,1,1,2,µg,NULL,NULL,NULL,NULL,3745
15470,Cefazolin,1,1,30,µg,NULL,NULL,NULL,NULL,474053
15471,Erythromycin,1,1,15,µg,NULL,NULL,NULL,NULL,48923
15472,Ofloxacin,1,1,5,µg,NULL,NULL,NULL,NULL,7731
15473,Ciprofloxacin,1,1,5,µg,NULL,NULL,NULL,NULL,100241
15474,Ampicillin,1,1,10,µg,NULL,NULL,NULL,NULL,28971
15475,Penicillin,1,1,10,Unit,NULL,NULL,NULL,NULL,17334
15476,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,µg,17698
15477,Amikacin,1,NULL,NULL,NULL,NULL,1,NULL,µg,2637
15478,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,Unit,8309
15479,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,µg,17833
15480,Piperacillin,1,NULL,NULL,NULL,NULL,1,NULL,µg,8232
15481,Cefuroxime,1,NULL,NULL,NULL,NULL,1,NULL,µg,3515
15482,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,28001
15483,Ceftriaxone,1,NULL,NULL,NULL,NULL,1,NULL,µg,29007
15484,Cefoperazone,1,NULL,NULL,NULL,NULL,1,NULL,µg,3493
15485,Amikacin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,2637
15486,Ciprofloxacin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,100241
15487,Doxycycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,50845
15488,Clarithromycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,3732
15489,Tobramycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28864
15490,Imipenem,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",471744
15491,Cefoxitin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",209807
15492,Amoxicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",2676
15493,Novobiocin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,28368
15494,Bacitracin,1,1,0.04,"Unit (disc)",NULL,NULL,NULL,NULL,28669
15495,Rifampicin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,28077
15496,Chloramphenicol,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17698
15497,Gentamicin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17833
15498,Kanamycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,6104
15499,"Penicillin G",1,1,10,"Unit (disc)",NULL,NULL,NULL,NULL,18208
15500,Vancomycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,28001
15501,Tetracycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
15502,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
15503,Vancomycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,28001
15504,Ciprofloxacin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,100241
15505,Tetracycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
15506,Ampicillin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28971
15507,Streptomycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17076
15508,Chloramphenicol,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17698
15509,Amikacin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",2637
15510,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
15511,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
15512,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
15513,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",18208
15514,Trimethoprim,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",45924
15515,Sulfamethoxazole,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",9332
15516,Ampicillin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28971
15517,Chloramphenicol,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17698
15518,Gentamicin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17833
15519,Kanamycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,6104
15520,"Nalidixic acid",1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,100147
15521,Novobiocin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,28368
15522,"Penicillin G",1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,18208
15523,Rifampicin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,28077
15524,Streptomycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17076
15525,Tetracycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
15526,N-Acetyl-D-glucosamine,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8006
15527,Chloramphenicol,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,17698
15528,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,6104
15529,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,100147
15530,Ampicillin,1,1,5,µg/mL,NULL,NULL,NULL,NULL,28971
15531,Rifampicin,1,1,5,µg/mL,NULL,NULL,NULL,NULL,28077
15532,Erythromycin,1,1,5,µg/mL,NULL,NULL,NULL,NULL,48923
15533,Gentamicin,1,1,5,µg/mL,NULL,NULL,NULL,NULL,17833
15534,Streptomycin,1,1,5,µg/mL,NULL,NULL,NULL,NULL,17076
15535,Carbenicillin,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,3393
15536,Erythromycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,48923
15537,Rifampicin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,28077
15538,Ampicillin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28971
15539,Gentamicin,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,17833
15540,Chloramphenicol,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17698
15541,Streptomycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17076
15542,Bacitracin,1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",28669
15543,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
15544,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",27902
15545,Trimethoprim,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",45924
15546,Sulfamethoxazole,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",9332
15547,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100147
15548,Minocycline,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",50694
15549,Streptomycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17076
15550,"Penicillin G",1,1,10,"Unit (disc)",NULL,NULL,NULL,NULL,18208
15551,Cefixime,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,472657
15552,Sulfonamide,1,1,300,"µg (disc)",NULL,NULL,NULL,NULL,35358
15553,Ceftriaxone,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,29007
15554,Trimethoprim,1,1,25,"µg (disc)",NULL,NULL,NULL,NULL,45924
15555,Sulfamethoxazole,1,1,25,"µg (disc)",NULL,NULL,NULL,NULL,9332
15556,Erythromycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,48923
15557,Novobiocin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,28368
15558,Bacitracin,1,1,10,"Unit (disc)",NULL,NULL,NULL,NULL,28669
15559,Ampicillin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28971
15560,Chloramphenicol,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17698
15561,Vancomycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,28001
15562,Ciprofloxacin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,100241
15563,Tetracycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
15564,"Polymyxin B",1,1,300,"µg (disc)",NULL,NULL,NULL,NULL,8309
15565,Kanamycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,6104
15566,Amikacin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,2637
15567,Rifampicin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,28077
15568,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,100147
15569,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,18208
15570,Novobiocin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28368
15571,Ampicillin,1,1,250,µg/mL,NULL,NULL,NULL,NULL,28971
15572,Gentamicin,1,1,250,µg/mL,NULL,NULL,NULL,NULL,17833
15573,Rifampicin,1,1,250,µg/mL,NULL,NULL,NULL,NULL,28077
15574,Tetracycline,1,1,250,µg/mL,NULL,NULL,NULL,NULL,27902
15575,Kanamycin,1,1,250,µg/mL,NULL,NULL,NULL,NULL,6104
15576,Chloramphenicol,1,1,100,µg/mL,NULL,NULL,NULL,NULL,17698
15577,Carbenicillin,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,3393
15578,Cephalotin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,124991
15579,Chloramphenicol,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,17698
15580,Lincomycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,6472
15581,Novobiocin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,28368
15582,Oleandomycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,16869
15583,Tetracycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
15584,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
15585,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17833
15586,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
15587,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
15588,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",18208
15589,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,"Unit (disc)",8309
15590,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
15591,Ampicillin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28971
15592,Chloramphenicol,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17698
15593,Gentamicin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17833
15594,Kanamycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,6104
15595,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100147
15596,Novobiocin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,28368
15597,"Penicillin G",1,1,10,"Unit (disc)",NULL,NULL,NULL,NULL,18208
15598,Rifampicin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,28077
15599,Streptomycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17076
15600,Trimethoprim,1,1,1.25,"µg (disc)",NULL,NULL,NULL,NULL,45924
15601,Sulfamethoxazole,1,1,23.75,"µg (disc)",NULL,NULL,NULL,NULL,9332
15602,Tetracycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
15603,"Penicillin G",1,NULL,NULL,NULL,NULL,1,NULL,Unit,18208
15604,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,µg,28971
15605,Chloramphenicol,1,1,30,µg,NULL,NULL,NULL,NULL,17698
15606,Gentamicin,1,1,10,µg,NULL,NULL,NULL,NULL,17833
15607,Rifampicin,1,1,5,µg,NULL,NULL,NULL,NULL,28077
15608,Kanamycin,1,1,30,µg,NULL,NULL,NULL,NULL,6104
15609,Tetracycline,1,1,30,µg,NULL,NULL,NULL,NULL,27902
15610,Novobiocin,1,1,30,µg,NULL,NULL,NULL,NULL,28368
15611,Streptomycin,1,1,10,µg,NULL,NULL,NULL,NULL,17076
15612,"Nalidixic acid",1,1,30,µg,NULL,NULL,NULL,NULL,100147
15613,Trimethoprim,1,1,1.25,µg,NULL,NULL,NULL,NULL,45924
15614,Sulfamethoxazole,1,1,23.75,µg,NULL,NULL,NULL,NULL,9332
15615,Ampicillin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28971
15616,Neomycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,7507
15617,Oleandomycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,16869
15618,"Penicillin G",1,1,20,Unit,NULL,NULL,NULL,NULL,18208
15619,Streptomycin,1,1,50,"µg (disc)",NULL,NULL,NULL,NULL,17076
15620,Gentamicin,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,17833
15621,Carbenicillin,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,3393
15622,Cefalotin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,124991
15623,Chloramphenicol,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,17698
15624,Kanamycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,6104
15625,Lincomycin,1,0,15,"µg (disc)",NULL,NULL,NULL,NULL,6472
15626,Novobiocin,1,0,5,"µg (disc)",NULL,NULL,NULL,NULL,28368
15627,"Polymyxin B",1,0,100,Unit,NULL,NULL,NULL,NULL,8309
15628,Tetracycline,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
15629,Ampicillin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28971
15630,Carbenicillin,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,3393
15631,Cephalotin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,124991
15632,Chloramphenicol,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,17698
15633,Gentamicin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17833
15634,Novobiocin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,28368
15635,Oleandomycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,16869
15636,"Penicillin G",1,1,20,Unit,NULL,NULL,NULL,NULL,18208
15637,"Polymyxin B",1,1,100,Unit,NULL,NULL,NULL,NULL,8309
15638,Streptomycin,1,1,50,"µg (disc)",NULL,NULL,NULL,NULL,17076
15639,Kanamycin,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,6104
15640,Lincomycin,1,0,15,"µg (disc)",NULL,NULL,NULL,NULL,6472
15641,Neomycin,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,7507
15642,Tetracycline,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
15643,Cephalotin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,124991
15644,Streptomycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17076
15645,Cefoxitin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,209807
15646,Tetracycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
15647,Tobramycin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28864
15648,Gentamicin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17833
15649,Trimethoprim,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",45924
15650,Sulfamethoxazole,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",9332
15651,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",100147
15652,Penicillin,1,NULL,NULL,NULL,NULL,1,NULL,Unit,17334
15653,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
15654,"Polymyxin B",1,NULL,NULL,NULL,NULL,1,NULL,Unit,8309
15655,Chloramphenicol,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17698
15656,Furazolidone,1,1,300,"µg (disc)",NULL,NULL,NULL,NULL,5195
15657,Vancomycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,28001
15658,Ciprofloxacin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,100241
15659,Ofloxacin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,7731
15660,Norfloxacin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,100246
15661,Midecamycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,31845
15662,Erythromycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,48923
15663,Minocycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,50694
15664,Doxycycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,50845
15665,Cefoperazone,1,1,75,"µg (disc)",NULL,NULL,NULL,NULL,3493
15666,Piperacillin,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,8232
15667,Clindamycin,1,1,2,"µg (disc)",NULL,NULL,NULL,NULL,3745
15668,Sulfamethoxazole,1,0,1.25,"µg (disc)",NULL,NULL,NULL,NULL,9332
15669,"Polymyxin B",1,0,300,Unit,NULL,NULL,NULL,NULL,8309
15670,Tetracycline,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
15671,Neomycin,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,7507
15672,Kanamycin,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,6104
15673,Gentamicin,1,0,10,"µg (disc)",NULL,NULL,NULL,NULL,17833
15674,Amikacin,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,2637
15675,Ceftriaxone,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,29007
15676,Ceftazidime,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,3508
15677,Cefuroxime,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,3515
15678,Cephalexin,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,3534
15679,Carbenicillin,1,0,100,"µg (disc)",NULL,NULL,NULL,NULL,3393
15680,Ampicillin,1,0,10,"µg (disc)",NULL,NULL,NULL,NULL,28971
15681,Oxacillin,1,0,1,"µg (disc)",NULL,NULL,NULL,NULL,7809
15682,Cefazolin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,474053
15683,Cephradine,1,0,30,"µg (disc)",NULL,NULL,NULL,NULL,3547
15684,Ampicillin,1,1,10,µg,NULL,NULL,NULL,NULL,28971
15685,"Penicillin G",1,1,10,Unit,NULL,NULL,NULL,NULL,18208
15686,Gentamicin,1,1,10,µg,NULL,NULL,NULL,NULL,17833
15687,Kanamycin,1,1,30,µg,NULL,NULL,NULL,NULL,6104
15688,Chloramphenicol,1,1,30,µg,NULL,NULL,NULL,NULL,17698
15689,Trimethoprim,1,1,1.25,µg,NULL,NULL,NULL,NULL,45924
15690,Sulfamethoxazole,1,1,23.75,µg,NULL,NULL,NULL,NULL,9332
15691,"Nalidixic acid",1,1,30,µg,NULL,NULL,NULL,NULL,100147
15692,Novobiocin,1,1,30,µg,NULL,NULL,NULL,NULL,28368
15693,Rifampicin,1,1,5,µg,NULL,NULL,NULL,NULL,28077
15694,Streptomycin,1,1,10,µg,NULL,NULL,NULL,NULL,17076
15695,Tetracycline,1,1,30,µg,NULL,NULL,NULL,NULL,27902
15696,Erythromycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,48923
15697,Penicillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17334
15698,Cefotaxime,1,1,NULL,NULL,NULL,NULL,NULL,NULL,204928
15699,Ceftriaxone,1,1,NULL,NULL,NULL,NULL,NULL,NULL,29007
15700,Clindamycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,3745
15701,Lincomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6472
15702,Chloramphenicol,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17698
15703,Rifampicin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28077
15704,Acetylspiramycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,31168
15705,Sulfamethoxydiazine,1,1,NULL,NULL,NULL,NULL,NULL,NULL,53727
15706,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28971
15707,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,17076
15708,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,6472
15709,Novobiocin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28368
15710,Kanamycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6104
15711,Chloramphenicol,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17698
15712,Neomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,7507
15713,Gentamicin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17833
15714,Rifampicin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,28077
15715,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg/mL,7507
15716,Aztreonam,1,1,NULL,NULL,NULL,NULL,NULL,NULL,161680
15717,Lincomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6472
15718,"Lithium chloride",1,1,NULL,NULL,NULL,NULL,NULL,NULL,48607
15719,Troleandomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,45735
15720,"Fusidic acid",1,1,NULL,NULL,NULL,NULL,NULL,NULL,29013
15721,"Guanidinium chloride",1,1,NULL,NULL,NULL,NULL,NULL,NULL,32735
15722,Minocycline,1,1,NULL,NULL,NULL,NULL,NULL,NULL,50694
15723,Niaproof,1,1,NULL,NULL,NULL,NULL,NULL,NULL,75273
15724,Rifampicin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28077
15725,D-Serine,1,1,NULL,NULL,NULL,NULL,NULL,NULL,16523
15726,Vancomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28001
15727,"Sodium bromate",1,NULL,NULL,NULL,NULL,1,NULL,NULL,75229
15728,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,17076
15729,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,6104
15730,Tetracycline,1,NULL,NULL,NULL,NULL,1,NULL,µg,27902
15731,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,28001
15732,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,6472
15733,Sulfamethoxydiazine,1,NULL,NULL,NULL,NULL,1,NULL,µg,53727
15734,Acetylspiramycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,31168
15735,Clindamycin,1,NULL,NULL,NULL,NULL,1,NULL,µg,3745
15736,Norfloxacin,1,1,30,µg,NULL,NULL,NULL,NULL,100246
15737,Chloramphenicol,1,1,30,µg,NULL,NULL,NULL,NULL,17698
15738,Neomycin,1,1,30,µg,NULL,NULL,NULL,NULL,7507
15739,Ampicillin,1,1,10,µg,NULL,NULL,NULL,NULL,28971
15740,Erythromycin,1,1,15,µg,NULL,NULL,NULL,NULL,48923
15741,Ceftriaxone,1,1,30,µg,NULL,NULL,NULL,NULL,29007
15742,Cefotaxime,1,1,30,µg,NULL,NULL,NULL,NULL,204928
15743,Penicillin,1,1,10,µg,NULL,NULL,NULL,NULL,17334
15744,Rifampicin,1,1,5,µg,NULL,NULL,NULL,NULL,28077
15745,Tobramycin,1,1,10,µg,NULL,NULL,NULL,NULL,28864
15746,Ofloxacin,1,1,5,µg,NULL,NULL,NULL,NULL,7731
15747,"Nalidixic acid",1,1,30,µg,NULL,NULL,NULL,NULL,100147
15748,Gentamicin,1,1,10,µg,NULL,NULL,NULL,NULL,17833
15749,Ampicillin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28971
15750,Carbenicillin,1,1,100,"µg (disc)",NULL,NULL,NULL,NULL,3393
15751,Gentamicin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,17833
15752,Lincomycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,6472
15753,Neomycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,7507
15754,Novobiocin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,28368
15755,Oleandomycin,1,1,15,"µg (disc)",NULL,NULL,NULL,NULL,16869
15756,Tetracycline,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,27902
15757,Kanamycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6104
15758,Streptomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",17076
15759,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",48923
15760,Ampicillin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",28971
15761,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",6472
15762,Oleandomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",16869
15763,Neomycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",7507
15764,Kanamycin,1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,6104
15765,"Nalidixic acid",1,1,30,"µg (disc)",NULL,NULL,NULL,NULL,100147
15766,Gentamicin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,17833
15767,Novobiocin,1,1,5,"µg (disc)",NULL,NULL,NULL,NULL,28368
15768,Rifampicin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28077
15769,Lincomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,6472
15770,Vancomycin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,28001
15771,"Nalidixic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,100147
15772,Aztreonam,1,NULL,NULL,NULL,NULL,1,NULL,NULL,161680
15773,Erythromycin,1,NULL,NULL,NULL,NULL,1,NULL,"µg (disc)",48923
15774,Penicillin,1,1,10,Unit,NULL,NULL,NULL,NULL,17334
15775,Ampicillin,1,1,10,"µg (disc)",NULL,NULL,NULL,NULL,28971
15776,Gentamicin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,17833
15777,Polymyxin,1,NULL,NULL,NULL,NULL,1,NULL,NULL,59062
15778,"Fusidic acid",1,NULL,NULL,NULL,NULL,1,NULL,NULL,29013
15779,Trimethoprim,1,NULL,NULL,NULL,NULL,1,NULL,NULL,45924
15780,Ampicillin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,28971
15781,Kanamycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,6104
15782,Spectinomycin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,9215
15783,Cephalosporin,1,1,NULL,NULL,NULL,NULL,NULL,NULL,23066
15784,Chloramphenicol,1,1,NULL,NULL,NULL,NULL,NULL,NULL,17698
15785,Oxytetracycline,1,1,NULL,NULL,NULL,NULL,NULL,NULL,27701
