ID_multimedia,file_name,file_path,file,full_file_path,FSI_URL,media_type,IPR,license_type,caption,created,creator,capture_equipment,ID_strains,ID_reference,manual_annotation,FK_tbl_images_micro,timestamp_micro,last_change
1727,Pl_vt10_M10478_S11489.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10478_S11489.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1728,Pl_vt10_M10479_S11490.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10479_S11490.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1729,Pl_vt10_M10487_S11495.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10487_S11495.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1730,Pl_vt10_M10488_S11496.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10488_S11496.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1731,Pl_vt10_M10489_S11497.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10489_S11497.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1732,Pl_vt10_M10490_S11498.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10490_S11498.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1733,Pl_vt10_M10594_S11526.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10594_S11526.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1734,Pl_vt10_M10595_S11527.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10595_S11527.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1735,Pl_vt10_M10596_S11528.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10596_S11528.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1736,Pl_vt10_M10599_S11530.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10599_S11530.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1737,Pl_vt10_M10601_S11529.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10601_S11529.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1738,Pl_vt10_M10603_S11531.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10603_S11531.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1739,Pl_vt10_M10604_S11532.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10604_S11532.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1740,Pl_vt10_M10606_S11533.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10606_S11533.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1741,Pl_vt10_M10607_S11534.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10607_S11534.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1742,Pl_vt10_M10608_S11535.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10608_S11535.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1743,Pl_vt10_M10609_S11537.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10609_S11537.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1744,Pl_vt10_M10610_S11536.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10610_S11536.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1745,Pl_vt10_M10611_S11538.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10611_S11538.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1746,Pl_vt10_M10612_S11539.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10612_S11539.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1747,Pl_vt10_M10613_S11540.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10613_S11540.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1748,Pl_vt10_M10614_S11541.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10614_S11541.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1749,Pl_vt10_M10615_S11542.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10615_S11542.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1750,Pl_vt10_M10616_S11543.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10616_S11543.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1751,Pl_vt10_M10617_S11544.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10617_S11544.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1752,Pl_vt10_M10618_S11545.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10618_S11545.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1753,Pl_vt10_M10619_S11546.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M10619_S11546.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1754,Pl_vt10_M11480_S11491.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M11480_S11491.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1755,Pl_vt10_M11481_S11492.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M11481_S11492.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1756,Pl_vt10_M11482_S11493.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M11482_S11493.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1757,Pl_vt10_M11483_S11494.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M11483_S11494.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1758,Pl_vt10_M19477_S11487.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt10,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt10%2FPl_vt10_M19477_S11487.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt10; DSM 14602,,"Reichenbach, H.",,6332,18281,1,,,2016-03-22 14:22:16
1759,Pl_vt11_M10325_S11456.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt11,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt11,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt11%2FPl_vt11_M10325_S11456.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt11; DSM 14620,,"Reichenbach, H.",,6333,18281,1,,,2016-03-22 14:22:16
1760,Pl_vt11_M10555_S11516.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt11,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt11,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt11%2FPl_vt11_M10555_S11516.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt11; DSM 14620,,"Reichenbach, H.",,6333,18281,1,,,2016-03-22 14:22:16
1761,Pl_vt11_M10556_S11517.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt11,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt11,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt11%2FPl_vt11_M10556_S11517.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt11; DSM 14620,,"Reichenbach, H.",,6333,18281,1,,,2016-03-22 14:22:16
1762,Pl_vt11_M10557_S11518.tif,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt11,,/dsmz_profile/Pictures_DSMZ_Web/Polyangium_velatum/Pl_vt11,http://mediastorage.bgbm.org/fsi/server?type=image&source=dsmz_profile%2FPictures_DSMZ_Web%2FPolyangium_velatum%2FPl_vt11%2FPl_vt11_M10557_S11518.tif,tiff,Helmholtz-Zentrum für Infektionsforschung GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Pl vt11; DSM 14620,,"Reichenbach, H.",,6333,18281,1,,,2016-03-22 14:22:16
1763,DSM_30826.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_30826.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,2012-11-21,"R. Pukall, Leibniz Institute DSMZ",,24849,16878,1,326.0,2012-11-21 10:20:32,2018-05-31 05:45:31
1764,DSM_101999.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_101999.jpg,,jpeg,Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 84 28°C,,,,131135,22427,1,1441.0,2016-03-09 10:28:22,2018-05-31 05:45:31
1765,DSM_101666.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_101666.jpg,,jpeg,Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,131010,22302,1,1450.0,2016-03-09 10:44:22,2018-05-31 05:45:31
1766,DSM_102000.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_102000.jpg,,jpeg,Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,131468,22695,1,1466.0,2016-03-09 10:59:21,2018-05-31 05:45:31
1767,DSM_102005.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_102005.jpg,,jpeg,Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,Medium 65 28°C,,,,131275,22502,1,1469.0,2016-03-09 11:01:37,2018-05-31 05:45:31
1768,DSM_23890.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_23890.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,130951,22243,1,615.0,2015-09-24 07:56:47,2018-05-31 05:45:31
1769,DSM_23892.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_23892.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,131038,22330,1,616.0,2015-09-24 07:57:03,2018-05-31 05:45:31
1770,DSM_23893.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_23893.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,130953,22245,1,617.0,2015-09-24 07:57:27,2018-05-31 05:45:31
1771,DSM_23895.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_23895.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,130948,22240,1,618.0,2015-09-24 07:57:42,2018-05-31 05:45:31
1772,DSM_23897.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_23897.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,130950,22242,1,619.0,2015-09-24 07:57:56,2018-05-31 05:45:31
1773,DSM_24119.jpg,N:/database/ACC/microbiology/Images/,,https://www.dsmz.de/microorganisms/photos/DSM_24119.jpg,,jpeg,© Leibniz-Institut DSMZ,(C) Leibniz-Institut DSMZ-Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,,,,130955,22247,1,626.0,2015-09-24 08:00:11,2018-05-31 05:45:31
