ID_culture_collection,Acronym_col,Acronym_col_num,URL_general,URL_str_num,Culture_Collection,last_change,matches_count
949,BRI,BRI,,,?,2021-10-07 06:08:57,0
950,SJRP,SJRP,,,?,2021-10-07 06:12:36,0
951,ECOR,ECOR,,,"Escherichia coli Reference Collection, Microbial Evolution Laboratory, 165 Food Safety and Toxicology Building, Michigan State University, East Lansing, MI 48824, USA.",2021-10-07 06:09:52,0
952,WB,WB,,,"Department of Bacteriology, University of Wisconsin, Madison, WI, USA.",2021-10-07 06:13:18,4
953,CMPPB,CMPPB,,,"Collection of Microbiological Cultures - Potential Producers of Biopesticides, Research-Industrial Company Rosagroservice, Gamaleya street, 18, Moscow, 123098, Russia.",2021-10-07 06:09:25,0
954,IPF,IPF,,,"Collection of Industrial Microorganisms, Institute of Fermentation Industry, ul. Rakowiecka 36, 02-532 Warszawa, Poland.",2021-10-07 06:10:44,0
955,CCMA,CCMA,,,"Coleçao de Culturas de Microbiologia Agrícola, Culture Collection of Agricultural Microbiology, Universidade Federal de Lavras, Brazil.",2021-10-07 06:09:09,0
956,WSRO,WSRO,,,"Collection of Dairy Cultures (Laboratory of the Culture Collection), Agricultural-Technical Academy, Department of Microbiology, Pl. Cieszynski 1 (= Kortowo Bl. 43), 10-957 Olsztyn, Poland.",2021-10-07 06:13:23,0
957,PZH,PZH,,,"Collection of Cultures, Institute of Hygiene, Warsow, Poland.",2021-10-07 06:12:14,1
958,SSIC,SSIC,,,"Collaborating Centre for Reference and Research on Escherichia and Klebsiella, Statens Serum Institute, 5 Artillerivei, Copenhagen 2300 S, Denmark.",2021-10-07 06:12:44,1
959,PHLS,PHLS,,,"Collaborating Center for Research And Reference for Leptospirosis, County Hospital, Hereford HR1 2ER, United Kingdom.",2021-10-07 06:12:06,0
960,OGC,OGC,,,"Oregon Graduate Center Collection, Beaverton, Oregon 97006-1992, USA.",2021-10-07 06:11:56,0
961,CMCC,CMCC,,,"China Medical Culture Collection Center, National Institute for the Control of Pharmaceutical and Biological Products (NICPBP), Ministry of Public Health, Beijing, China.",2021-10-07 06:09:24,0
962,CNPBS,CNPBS,,,"Centro Nacional de Pesquisa em Biologia do Solo, Rio de Janeiro, Brazil.",2021-10-07 06:09:27,0
963,KCTCC,KCTCC,,,?,2021-10-07 06:10:57,0
964,TLL,TLL,,,?,2021-10-07 06:12:57,0
965,CAIR,CAIR,,,"Center for the Application of Isotopes and Radiation, P.O.Box 2 KBYL, Jakarta Selatan 12240, Indonesia.",2021-10-07 06:09:01,0
966,IBL,IBL,,,"Botanical Institute, Lisbon Faculty of Sciences, Lisbon, Portugal.",2021-10-07 06:10:32,0
967,BMTU,BMTU,,,"Boehringer Mannheim GmbH Forschungszentrum Tutzing, Tutzing, Germany.",2021-10-07 06:08:55,7
968,LSHB,LSHB,,,"Biochemistry Department, London School of Hygiene and Tropical Medicine, London, UK.",2021-10-07 06:11:15,0
969,ITA,ITA,,,"Bacteriology Laboratory, Tasmanian Department of Agriculture, 165 Westbury Road, Launceston. Tas. 7250, Australia.",2021-10-07 06:10:47,0
970,BDBPI,BDBPI,,,"Bacteriology Department, Benaki Phytopathological Institute, 8 Delta Street, G-14561, Kiphissia, Athens, Greece.",2021-10-07 06:08:47,0
971,GLM,GLM,,,?,2021-10-07 06:10:12,0
972,DJCT,DJCT,,,?,2021-10-07 06:09:42,0
973,AHRL,AHRL,,,"Animal Health Research Laboratory, CSIRO Division of Animal Health, Private Bag No. 1, Parkville. Vic. 3052, Australia.",2021-10-07 06:08:30,0
974,AMIF,AMIF,,,"American Meat Institute Foundation, Chicago, Ill., USA.",2021-10-07 06:08:35,0
975,ACC,ACC,,,"Akers Culture Collection, ICI Ltd., Alderley Park, Macclesfield, Cheshire, U.K.",2021-10-07 06:08:26,2
976,CCUB,CCUB,,,"Actinomycete Culture Collection, University of Bradford, Richmon Rd., Bradford, Yorkshire BD7 1DP, U.K.",2021-10-07 06:09:13,0
977,ANRC,ANRC,,,?,2021-10-07 06:08:37,0
978,AHL,AHL,,,?,2021-10-07 06:08:30,0
979,CEBAS,CEBAS,,,?,2021-10-07 06:09:15,0
980,AIP,AIP,,,?,2021-10-07 06:08:31,2
981,CCCCM,CCCCM,http://micronet.im.ac.cn/database/aboutccccm.html,,"China Committee for Culture Collection of Microorganisms, Institute of Microbiology, Academia Sinica, Beijiing, People's Republic of China.",2021-10-07 06:09:06,0
982,PXX,PXX,,,?,2021-10-07 06:12:14,0
983,UCMA,UCMA,,,?,2021-10-07 06:13:05,1
984,OUH,OUH,,,?,2021-10-07 06:12:00,0
985,ALO,ALO,,,?,2021-10-07 06:08:34,1
986,AST,AST,,,?,2021-10-07 06:08:40,1
987,DRI,DRI,,,?,2021-10-07 06:09:48,0
988,TLA,TLA,,,?,2021-10-07 06:12:57,0
989,Pet,Pet,,,?,2021-10-07 06:12:04,0
990,BBCC,BBCC,,,?,2021-10-07 06:08:45,1
991,BSB,BSB,,,?,2021-10-07 06:08:58,1
992,BTLCH,BTLCH,,,?,2021-10-07 06:08:59,0
993,ATF,ATF,,,?,2021-10-07 06:08:41,0
994,CCStamb,CCStamb,,,?,2021-10-07 06:09:12,0
995,TER,TER,,,?,2021-10-07 06:12:52,0
996,AS,AS,,,Acronym used by the China General Microbiological Culture Collection Center for their accession numbers. See: CGMCC.,2021-10-07 06:08:39,14
997,ARS,ARS,http://nrrl.ncaur.usda.gov/,,Agricultural Research Service culture collection. See: NRRL.,2021-10-07 06:08:39,0
998,CCGCC,CCGCC,,,?,2021-10-07 06:09:08,0
999,BSD,BSD,http://bsd.cme.msu.edu/,,"Biodegradative Strain Database, USA.",2021-10-07 06:08:58,0
1000,MSKU,MSKU,,,?,2021-10-07 06:11:33,0
1001,SolV,SolV,,,?,2021-10-07 06:12:41,0
1002,CCNWHX,CCNWHX,,,?,2021-10-07 06:09:10,0
1003,Query,Query,,,?,2021-10-07 06:12:15,0
1004,CCNWXJ,CCNWXJ,,,?,2021-10-07 06:09:11,0
1005,CCNWNQ,CCNWNQ,,,?,2021-10-07 06:09:10,1
1006,AIU,AIU,,,?,2021-10-07 06:08:31,0
1007,AHN,AHN,,,"Anaerobe Reference Laboratory, Helsinki Collection, National Public Health Institute, Helsinki, Finland.",2021-10-07 06:08:30,6
1008,ETS,ETS,,,?,2021-10-07 06:09:56,0
1009,PFBC,PFBC,,,?,2021-10-07 06:12:05,0
1010,UFV,UFV,,,?,2021-10-07 06:13:07,0
1011,JHZ,JHZ,,,?,2021-10-07 06:10:53,0
1012,TAU,TAU,,,?,2021-10-07 06:12:50,0
1013,NMNH,NMNH,,,?,2021-10-07 06:11:49,0
1014,PAB,PAB,,,?,2021-10-07 06:12:01,0
1015,SK&F,SK&F,,,"Smith Kline and French Laboratories, Philadelphia, Pennsylvania 19101, USA.",2021-10-07 06:12:37,0
1016,YsT,YsT,,,?,2021-10-07 06:13:29,0
1017,SIT,SIT,,,?,2021-10-07 06:12:36,4
1018,KOVACIK,KOVACIK,,,?,2021-10-07 06:11:02,0
1019,CCAM,CCAM,,,?,2021-10-07 06:09:05,2
1020,WS,WS,,,"General collection of bacteria, Unit of Microbiology, Zentralinstitut für Ernährungs- und Lebensmittelforschung (ZIEL), Technische Universität München, Freising-Weihenstephan, Germany.",2021-10-07 06:13:22,91
1021,GIMN,GIMN,,,?,2021-10-07 06:10:10,0
1022,CUETM,CUETM,,,"Collection de l'Unité d'Écotoxicologie Microbienne, Institut National de la Recherche Agronomique (INRA), 369 rue Jules Guesde, B.P. 39, 59651 Villeneuve d'Ascq cedex, France.",2021-10-07 06:09:34,0
1023,DMKKU1,DMKKU1,,,"Department of Microbiology, Faculty of Medicine, Khon Kaen University, 123 Mitraparp, Muang, Khon Kaen, 40002, Thailand.",2021-10-07 06:09:44,0
1024,DCR,DCR,,,?,2021-10-07 06:09:39,0
1025,NZDRI,NZDRI,,,Maybe identical to NZRD. See: NZRD.,2021-10-07 06:11:54,0
1026,CMRI,CMRI,,,?,2021-10-07 06:09:25,0
1027,KTCT,KTCT,,,?,2021-10-07 06:11:04,0
1028,GIMCC,GIMCC,http://www.gimcc.net/,,See: GDMCC.,2021-10-07 06:10:10,0
1029,GCMCC,GCMCC,http://www.cgmcc.net/english/catalogue.html,,See: CGMCC.,2021-10-07 06:10:08,0
1030,CN,CN,,,"Wellcome Collection of Bacteria, Burroughs Wellcome Research Laboratories, Beckenham, Kent, UK.",2021-10-07 06:09:26,39
1031,DST,DST,,,?,2021-10-07 06:09:50,0
1032,DVS,DVS,,,?,2021-10-07 06:09:51,0
1033,EBF,EBF,,,?,2021-10-07 06:09:52,0
1034,FSL,FSL,,,?,2021-10-07 06:10:04,0
1035,FSRU,FSRU,,,?,2021-10-07 06:10:05,0
1036,GTI,GTI,,,?,2021-10-07 06:10:16,0
1037,DHS,DHS,,,?,2021-10-07 06:09:41,0
1038,HWE,HWE,,,?,2021-10-07 06:10:30,0
1039,CMPUJ,CMPUJ,,,?,2021-10-07 06:09:25,0
1040,IPOD,IPOD,,,"International Patent Organism Depositary, National Institute of Advanced Industrial Science and Technology, AIST Tsukuba Central 6, 1-1-1 Higashi, Tsukuba, Ibaraki, Japan.",2021-10-07 06:10:45,0
1041,ESC,ESC,,,?,2021-10-07 06:09:56,2
1042,CNS,CNS,,,"Centre National des Salmonella, Paris, France.",2021-10-07 06:09:28,0
1043,CENA,CENA,,,?,2021-10-07 06:09:15,1
1044,DCY,DCY,,,?,2021-10-07 06:09:40,31
1045,EPM,EPM,,,?,2021-10-07 06:09:55,0
1046,EUM,EUM,,,?,2021-10-07 06:09:56,4
1047,CAP,CAP,,,?,2021-10-07 06:09:02,4
1048,CNCMI,CNCMI,,,"Collection Nationale de Cultures de Microorganismes, Institut Pasteur, 25 Rue du Docteur Roux, 75015 Paris, France.",2021-10-07 06:09:26,1
1049,JAMB,JAMB,,,?,2021-10-07 06:10:50,1
1050,NIH,NIH,,,"National Institute of Health, Bethesda, Maryland, USA.",2021-10-07 06:11:46,4
1051,LSU,LSU,,,"Louisiana State University, Baton Rouge, Louisiana 70803, USA.",2021-10-07 06:11:16,1
1052,LFT,LFT,,,?,2021-10-07 06:11:09,0
1053,Biorepositories,Biorepositories,http://www.biorepositories.org/,,Registry of Biological Repositories (Institutional Acronyms and Collections Codes).,2021-10-07 06:08:51,0
1054,BMCC,BMCC,http://wwz.ifremer.fr/umr6197?pagebody=accueil.php,,Brittany Microbe Culture Collection.,2021-10-07 06:08:54,0
1055,DOA,DOA,http://www.biotec.or.th/tncc/doa_dete.html,,"Department Of Agriculture, Thailand.",2021-10-07 06:09:46,0
1056,NRS,NRS,,,?,2021-10-07 06:11:51,99
1057,FCCM,FCCM,http://www.natur.cuni.cz/fccm/,,Federation of Czechoslovak Collections of Microorganisms.,2021-10-07 06:09:58,0
1058,LPHL,LPHL,,,?,2021-10-07 06:11:14,0
1059,JSCC,JSCC,http://www.nbrc.nite.go.jp/jscc/idb/search,,Japan Society for Culture Collections.,2021-10-07 06:10:54,0
1060,LTF,LTF,,,?,2021-10-07 06:11:16,0
1061,RDCM,RDCM,http://wdcm.nig.ac.jp/catalogue/rcdm/rcdm.html,,National Culture Collection of Armenia for Microorganisms.,2021-10-07 06:12:18,0
1062,NTCCM,NTCCM,,,"Namibian Type Culture Collection for Microorganisms, at the UNAM University of Namibia, Windhoek.",2021-10-07 06:11:53,5
1063,JFCC,JFCC,http://wdcm.nig.ac.jp/wdcm/JFCC.html,,Japan Federation for Culture Collections.,2021-10-07 06:10:52,0
1064,LAT,LAT,,,?,2021-10-07 06:11:06,0
1065,MIM,MIM,,,"Collection of the Cattedra di Microbiologia Industriale, Università degli Studi di Milano, Italy.",2021-10-07 06:11:26,3
1066,ECCO,ECCO,http://www.eccosite.org/,,European Culture Collections' Organization.,2021-10-07 06:09:52,0
1067,beiResources,beiResources,http://www.beiresources.org/,,Biodefense and Emerging Infections Research Resources Repository.,2021-10-07 06:08:48,0
1068,MOM,MOM,,,?,2021-10-07 06:11:30,0
1069,MON,MON,,,?,2021-10-07 06:11:30,0
1070,KNN,KNN,,,?,2021-10-07 06:11:01,0
1071,NGRI,NGRI,,,?,2021-10-07 06:11:45,0
1072,IMCC,IMCC,,,"Inha Microbe Culture Collection, Inha University, Incheon 402-751, Republic of Korea.",2021-10-07 06:10:39,36
1073,NRLL,NRLL,,,?,2021-10-07 06:11:51,0
1074,MRM,MRM,,,?,2021-10-07 06:11:32,1
1075,NSP,NSP,,,?,2021-10-07 06:11:52,1
1076,NVH,NVH,,,?,2021-10-07 06:11:53,0
1077,MBICC,MBICC,,,"Marine Biotechnology Institute Culture Collection, 3-75-1 Heita, Kamaishi, Iwate 026-001, Japan.",2021-10-07 06:11:21,0
1078,JBRI,JBRI,,,"Jeju Biodiversity Research Institute, Jeju 690-121, Republic of Korea.",2021-10-07 06:10:51,6
1079,KUM,KUM,,,?,2021-10-07 06:11:04,1
1080,LGP,LGP,,,?,2021-10-07 06:11:10,2
1081,MET,MET,,,?,2021-10-07 06:11:24,1
1082,MED,MED,,,?,2021-10-07 06:11:24,5
1083,LPPA,LPPA,,,?,2021-10-07 06:11:14,1
1084,NIHJ,NIHJ,,,"National Institute of Health, Tokyo, Japan.",2021-10-07 06:11:46,28
1085,LMEB,LMEB,,,?,2021-10-07 06:11:12,1
1086,MCMB,MCMB,,,?,2021-10-07 06:11:23,0
1087,LGS,LGS,,,?,2021-10-07 06:11:10,1
1088,NVI,NVI,,,?,2021-10-07 06:11:54,0
1089,PIMAMPIRS,PIMAMPIRS,,,?,2021-10-07 06:12:06,0
1090,RCA,RCA,,,?,2021-10-07 06:12:17,1
1091,SSI,SSI,,,"The International Escherichia and Klebsiella Centre (WHO), Statens Serum Institut, 5 Artillerivej, Copenhagen 2300 S, Denmark.",2021-10-07 06:12:43,2
1092,NEAU,NEAU,,,"Northeast Agricultural University, No. 59 Mucai Street, Xiangfang District, Harbin 150030, People's Republic of China.",2021-10-07 06:11:44,1
1093,RKI,RKI,,,?,2021-10-07 06:12:21,0
1094,RNS,RNS,,,?,2021-10-07 06:12:23,0
1095,SAC,SAC,,,?,2021-10-07 06:12:26,0
1096,SBHR,SBHR,,,?,2021-10-07 06:12:28,0
1097,SBHS,SBHS,,,?,2021-10-07 06:12:28,0
1098,SCULCB,SCULCB,,,?,2021-10-07 06:12:31,0
1099,SECFDL,SECFDL,,,?,2021-10-07 06:12:32,0
1100,SET,SET,,,?,2021-10-07 06:12:33,0
1101,SPE,SPE,,,?,2021-10-07 06:12:41,0
1102,SVL,SVL,,,?,2021-10-07 06:12:47,0
1103,TBE,TBE,,,?,2021-10-07 06:12:50,0
1104,TBF,TBF,,,?,2021-10-07 06:12:51,0
1105,TWAR,TWAR,,,?,2021-10-07 06:13:03,0
1106,NZP,NZP,,,"New Zealand Department of Scientific and Industrial Research, Applied Biochemistry Division, Palmerston North, New Zealand.",2021-10-07 06:11:55,6
1107,SWC,SWC,,,"Suzugamine Women's College, Hiroshima, Japan.",2021-10-07 06:12:47,0
1108,ORS,ORS,,,"Culture Collection of the Laboratory of Soil Microbiology, ORSTOM, Dakar, Sénégal.",2021-10-07 06:11:59,10
1109,TAL,TAL,,,?,2021-10-07 06:12:49,14
1110,SANK,SANK,,,?,2021-10-07 06:12:27,3
1111,TRISTR,TRISTR,,,?,2021-10-07 06:13:00,0
1112,SAM,SAM,,,?,2021-10-07 06:12:27,1
1113,SLCC,SLCC,,,"Special Listeria Culture Collection, Institute of Hygiene and Microbiology, University of Würzburg, Würzburg, Germany.",2021-10-07 06:12:37,5
1114,PAT,PAT,,,?,2021-10-07 06:12:02,2
1115,PRC,PRC,,,?,2021-10-07 06:12:10,0
1116,XHU,XHU,,,?,2021-10-07 06:13:24,1
1117,URIELLA,URIELLA,,,?,2021-10-07 06:13:11,0
1118,UCM,UCM,http://www.imv.kiev.ua/catalog/default.htm,,"Ukrainian Collection of Microorganisms, Zabolotny Institute of Microbiology and Virology, 143 Zabolotny Srt. 252143 Kyiv, Ukraine.",2021-10-07 06:13:05,3
1119,UST,UST,,,?,2021-10-07 06:13:12,1
1120,WADDL,WADDL,,,?,2021-10-07 06:13:17,0
1121,WSU,WSU,,,?,2021-10-07 06:13:23,0
1122,VTT,VTT,http://culturecollection.vtt.fi/,http://culturecollection.vtt.fi/m/html?p=sti&code=#####CULCOLNO#####,"Technical Research Center of Finland (Valtion Teknillinen Tutkimuskeskus), Biotechnology and Food Research, Culture Collection, PO Box 1501, FIN-02044 VTT, Finland.",2021-10-07 06:13:16,0
1123,WYH,WYH,,,?,2021-10-07 06:13:23,0
1124,Komagata,Komagata,,,?,2021-10-07 06:11:01,0
1125,WPH,WPH,,,?,2021-10-07 06:13:21,0
1126,HAW,HAW,,,?,2021-10-07 06:10:20,0
1127,Sharm,Sharm,,,?,2021-10-07 06:12:34,0
1128,SSD,SSD,,,?,2021-10-07 06:12:43,0
1129,SJT,SJT,,,?,2021-10-07 06:12:37,0
1130,SYB,SYB,,,?,2021-10-07 06:12:47,1
1131,Henriksen,Henriksen,,,?,2021-10-07 06:10:22,0
1132,KNC,KNC,,,?,2021-10-07 06:11:00,0
1133,StadtmanHF,StadtmanHF,,,?,2021-10-07 06:12:45,0
1134,HAQ,HAQ,,,?,2021-10-07 06:10:20,0
1135,GTU,GTU,,,?,2021-10-07 06:10:17,1
1136,Sua,Sua,,,?,2021-10-07 06:12:46,0
1137,ARh,ARh,,,?,2021-10-07 06:08:38,6
1138,Sanchez,Sanchez,,,?,2021-10-07 06:12:27,0
1139,KBP,KBP,,,?,2021-10-07 06:10:56,0
1140,OGL,OGL,,,?,2021-10-07 06:11:57,0
1141,Chester,Chester,,,?,2021-10-07 06:09:19,0
1142,Reyershausen,Reyershausen,,,?,2021-10-07 06:12:18,0
1143,Lewitus,Lewitus,,,?,2021-10-07 06:11:09,0
1144,UTMB,UTMB,,,"University of Texas Medical Branch, Department of Pathology, Galveston, Texas, USA.",2021-10-07 06:13:13,1
1145,WAIP,WAIP,,,?,2021-10-07 06:13:17,0
1146,WRI,WRI,,,"Worcester Royal Infirmary, Worcester, England.",2021-10-07 06:13:21,0
1147,UQRS,UQRS,,,?,2021-10-07 06:13:11,6
1148,UCL,UCL,,,"Catholic University of Louvain, Av. Hippocrate 54, B-1200 Brussels, Belgium.",2021-10-07 06:13:05,0
1149,WRAIR,WRAIR,,,?,2021-10-07 06:13:21,0
1150,UNIQEM,UNIQEM,,,"Unique and Extremophilic Microorganisms Collection of Winogradsky Institute of Microbiology RAS, Prospect 60 let Oktyabrya, 7/2, 117312 Moscow, Russia.",2021-10-07 06:13:09,8
1151,ICPB,ICPB,,,"International Collection of Phytopathogenic Bacteria, USDA, Ft. Detrick, MD, USA.",2021-10-07 06:10:35,44
1152,CFNEI,CFNEI,,,?,2021-10-07 06:09:17,2
1153,CAU,CAU,,,"Department of Microbiology, Chung-Ang University College of Medicine, Seoul, Republic of Korea, 84 HeukSeok-Ro, Dongjak-Gu, Seoul, Korea.",2021-10-07 06:09:03,27
1154,USA,USA,,,?,2021-10-07 06:13:11,0
1155,Lukesova,Lukesova,,,?,2021-10-07 06:11:17,0
1156,YIM,YIM,,,"Yunnan Institute of Microbiology, Yunnan University, Kunming 650091, P.R. China.",2021-10-07 06:13:26,323
1157,CcCv,CcCv,,,?,2021-10-07 06:09:07,0
1158,UAE,UAE,,,?,2021-10-07 06:13:03,0
1159,RGA,RGA,,,?,2021-10-07 06:12:18,0
1160,Iva,Iva,,,?,2021-10-07 06:10:49,0
1161,Agaribacter,Agaribacter,,,?,2021-10-07 06:08:29,0
1162,Bokkenheuser,Bokkenheuser,,,?,2021-10-07 06:08:55,0
1163,Lyon,Lyon,,,?,2021-10-07 06:11:18,1
1164,UMS,UMS,,,?,2021-10-07 06:13:09,0
1165,UTM,UTM,,,?,2021-10-07 06:13:12,0
1166,Cavy,Cavy,,,?,2021-10-07 06:09:03,0
1167,GYP,GYP,,,?,2021-10-07 06:10:17,1
1168,AlloY,AlloY,,,?,2021-10-07 06:08:34,0
1169,SGM,SGM,,,?,2021-10-07 06:12:33,0
1170,HDM,HDM,,,?,2021-10-07 06:10:21,0
1171,TAUS,TAUS,,,?,2021-10-07 06:12:50,0
1172,HKB,HKB,,,?,2021-10-07 06:10:25,0
1173,DAPP,DAPP,,,?,2021-10-07 06:09:36,0
1174,LTS,LTS,,,?,2021-10-07 06:11:16,0
1175,GUM,GUM,,,?,2021-10-07 06:10:17,0
1176,HMD,HMD,,,?,2021-10-07 06:10:25,3
1177,CuHbu,CuHbu,,,?,2021-10-07 06:09:34,0
1178,Opfikon,Opfikon,,,?,2021-10-07 06:11:59,0
1179,Hauduroy,Hauduroy,,,?,2021-10-07 06:10:20,0
1180,Kasumi,Kasumi,,,?,2021-10-07 06:10:56,0
1181,BOJ,BOJ,,,?,2021-10-07 06:08:55,0
1182,Teta,Teta,,,?,2021-10-07 06:12:53,0
1183,Ashy,Ashy,,,?,2021-10-07 06:08:40,0
1184,HAM,HAM,,,"Institut für Allgemeine Mikrobiologie, Christian-Albrechts-Universität, Kiel, Germany.",2021-10-07 06:10:19,0
1185,Gsoil,Gsoil,,,?,2021-10-07 06:10:15,74
1186,TBRC,TBRC,http://www.tbrcnetwork.org/,https://tbrcnetwork.org/quick_lpsn.php?tbrc=#####CULCOLNO#####,Thailand Bioresource Research Center.,2021-10-07 06:12:51,44
1187,LY,LY,,,"Laboratoire de Mycologie associé au C.N.R.S., Université Claude Bernard, Lyon I, France.",2021-10-07 06:11:17,1
1188,ELCA,ELCA,,,?,2021-10-07 06:09:53,0
1189,Kar,Kar,,,?,2021-10-07 06:10:55,0
1190,Slu,Slu,,,?,2021-10-07 06:12:38,1
1191,NAFc,NAFc,,,?,2021-10-07 06:11:38,0
1192,BAM,BAM,,,?,2021-10-07 06:08:44,0
1193,TGN,TGN,,,?,2021-10-07 06:12:54,0
1194,ALL,ALL,,,?,2021-10-07 06:08:34,0
1195,Carmel,Carmel,,,?,2021-10-07 06:09:03,0
1196,SCA,SCA,,,?,2021-10-07 06:12:29,0
1197,QLW,QLW,,,?,2021-10-07 06:12:15,0
1198,Monticello,Monticello,,,?,2021-10-07 06:11:30,1
1199,BIO,BIO,,,?,2021-10-07 06:08:51,0
1200,AeB,AeB,,,?,2021-10-07 06:08:28,0
1201,MPVR,MPVR,,,?,2021-10-07 06:11:32,0
1202,Pch,Pch,,,?,2021-10-07 06:12:03,0
1203,NSH,NSH,,,?,2021-10-07 06:11:52,0
1204,Maroc,Maroc,,,?,2021-10-07 06:11:20,0
1205,IRE,IRE,,,?,2021-10-07 06:10:45,1
1206,SLSR,SLSR,,,?,2021-10-07 06:12:38,0
1207,DFA,DFA,,,?,2021-10-07 06:09:40,0
1208,NWG,NWG,,,?,2021-10-07 06:11:54,0
1209,BCS,BCS,,,?,2021-10-07 06:08:47,0
1210,LPM,LPM,,,?,2021-10-07 06:11:14,0
1211,KTSW,KTSW,,,?,2021-10-07 06:11:04,0
1212,TDA,TDA,,,?,2021-10-07 06:12:52,0
1213,CKB,CKB,,,?,2021-10-07 06:09:23,0
1214,ONI,ONI,,,?,2021-10-07 06:11:58,0
1215,LLJ,LLJ,,,?,2021-10-07 06:11:12,0
1216,KKL,KKL,,,?,2021-10-07 06:10:59,0
1217,BCT,BCT,,,?,2021-10-07 06:08:47,0
1218,IMTB,IMTB,,,?,2021-10-07 06:10:41,0
1219,IMP,IMP,,,?,2021-10-07 06:10:40,1
1220,SKF,SKF,,,?,2021-10-07 06:12:37,0
1221,LISLUCIII,LISLUCIII,,,?,2021-10-07 06:11:11,0
1222,DMC,DMC,,,?,2021-10-07 06:09:43,0
1223,LNB,LNB,,,?,2021-10-07 06:11:13,1
1224,BGWL,BGWL,,,?,2021-10-07 06:08:50,0
1225,BDR,BDR,,,?,2021-10-07 06:08:48,0
1226,Ron,Ron,,,?,2021-10-07 06:12:23,0
1227,MYHT,MYHT,,,?,2021-10-07 06:11:37,0
1228,YKTF,YKTF,,,?,2021-10-07 06:13:27,0
1229,KRED,KRED,,,?,2021-10-07 06:11:03,0
1230,Ehime,Ehime,,,?,2021-10-07 06:09:53,0
1231,Peterson,Peterson,,,?,2021-10-07 06:12:05,0
1232,DCA,DCA,,,?,2021-10-07 06:09:39,0
1233,Kitami,Kitami,,,?,2021-10-07 06:10:59,0
1234,Haldis,Haldis,,,?,2021-10-07 06:10:19,0
1235,Chol,Chol,,,?,2021-10-07 06:09:19,1
1236,Sara,Sara,,,?,2021-10-07 06:12:28,0
1237,TPY,TPY,,,?,2021-10-07 06:13:00,0
1238,Glubokoe,Glubokoe,,,?,2021-10-07 06:10:12,0
1239,CLW,CLW,,,?,2021-10-07 06:09:23,0
1240,BRTC,BRTC,,,?,2021-10-07 06:08:57,0
1241,Ross,Ross,,,?,2021-10-07 06:12:23,1
1242,Ben,Ben,,,?,2021-10-07 06:08:49,9
1243,Vibrio,Vibrio,,,?,2021-10-07 06:13:14,0
1244,MSKK,MSKK,,,?,2021-10-07 06:11:33,0
1245,EDIV,EDIV,,,?,2021-10-07 06:09:53,0
1246,MRo,MRo,,,?,2021-10-07 06:11:32,0
1247,Hansen,Hansen,,,?,2021-10-07 06:10:19,0
1248,Jchi,Jchi,,,?,2021-10-07 06:10:51,0
1249,KPA,KPA,,,?,2021-10-07 06:11:02,1
1250,Pyt,Pyt,,,?,2021-10-07 06:12:14,0
1251,Fennell,Fennell,,,?,2021-10-07 06:09:59,0
1252,Wetmore,Wetmore,,,?,2021-10-07 06:13:20,1
1253,YHM,YHM,,,?,2021-10-07 06:13:26,0
1254,CAMZ,CAMZ,,,?,2021-10-07 06:09:02,0
1255,Rift,Rift,,,?,2021-10-07 06:12:20,0
1256,GDSW,GDSW,,,?,2021-10-07 06:10:08,0
1257,ZFGT,ZFGT,,,?,2021-10-07 06:13:29,0
1258,Uppsala,Uppsala,,,?,2021-10-07 06:13:10,0
1259,Blp,Blp,,,?,2021-10-07 06:08:53,0
1260,GJMS,GJMS,,,?,2021-10-07 06:10:11,0
1261,LCM,LCM,,,?,2021-10-07 06:11:07,0
1262,MGY,MGY,,,?,2021-10-07 06:11:25,0
1263,Henrichsen,Henrichsen,,,?,2021-10-07 06:10:22,0
1264,Framboise,Framboise,,,?,2021-10-07 06:10:03,0
1265,Lovell,Lovell,,,?,2021-10-07 06:11:14,1
1266,PIMN,PIMN,,,?,2021-10-07 06:12:06,0
1267,DQS,DQS,,,?,2021-10-07 06:09:48,0
1268,RBY,RBY,,,?,2021-10-07 06:12:16,0
1269,ILE,ILE,,,?,2021-10-07 06:10:39,0
1270,HTRB,HTRB,,,?,2021-10-07 06:10:29,0
1271,Storkis,Storkis,,,?,2021-10-07 06:12:46,0
1272,SSWW,SSWW,,,?,2021-10-07 06:12:44,1
1273,GTGR,GTGR,,,?,2021-10-07 06:10:16,0
1274,SMK,SMK,,,?,2021-10-07 06:12:39,1
1275,Tjernberg,Tjernberg,,,?,2021-10-07 06:12:56,0
1276,phI,phI,,,?,2021-10-07 06:12:05,0
1277,JLB,JLB,,,?,2021-10-07 06:10:53,0
1278,Sao,Sao,,,?,2021-10-07 06:12:27,0
1279,MLHE,MLHE,,,?,2021-10-07 06:11:27,0
1280,Tibet,Tibet,,,?,2021-10-07 06:12:56,0
1281,SRMrh,SRMrh,,,?,2021-10-07 06:12:43,0
1282,Tanzania,Tanzania,,,?,2021-10-07 06:12:49,0
1283,LQQ,LQQ,,,?,2021-10-07 06:11:15,0
1284,Michel,Michel,,,?,2021-10-07 06:11:26,0
1285,Davis,Davis,,,?,2021-10-07 06:09:37,0
1286,ZFJT,ZFJT,,,?,2021-10-07 06:13:30,0
1287,Shah,Shah,,,?,2021-10-07 06:12:34,0
