ID_compound_production,prefix,compound_name,suffix,KindProd_micro,excreted,ID_strains,ID_reference,manual_annotation,FK_tbl_production_micro,timestamp_micro,remarks_micro,last_change
1551,,acetic acid ,,MET,,6492,8592,1,2321.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1552,,acetoin ,,MET,,6559,8425,1,2322.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1553,,ethanol ,,MET,,18049,998,1,2328.0,2007-12-21 16:56:23,"(U.S.Patent 4,647,538; U.S.Patent 4,604, 352)",2018-05-30 11:15:21
1554,,alcohol dehydrogenase ,,ENZ,,16832,705,1,2331.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1555,,aminoacylase ,,ENZ,,15036,9293,1,2339.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1556,,aminoacylase ,,ENZ,,15162,9351,1,2340.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1557,,aminoacylase ,,ENZ,,15283,9164,1,2341.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1558,,aminoacylase ,,ENZ,,16037,9313,1,2342.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1559,,aminoacylase ,,ENZ,,15257,9209,1,2343.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1560,7,7 amino-3-methylcephem compounds ,,MET,,14203,1348,1,2344.0,2007-12-21 16:56:24,"(U. S. Pat. 3,749,641)",2018-05-30 11:15:21
1561,6,6 aminopenicillanic acid ,,MET,,6285,8710,1,2345.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1562,6,6 aminopenicillanic acid ,,MET,,7646,141,1,2346.0,2007-12-21 16:56:23,ATCC,2018-05-30 11:15:21
1563,6,6 aminopenicillanic acid ,,MET,,7673,8439,1,2347.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1564,6,6 aminopenicillanic acid ,,MET,,13160,12633,1,2348.0,2007-12-21 16:56:25,"(U. S. Pat. 4,650,759)",2018-05-30 11:15:21
1565,6,6 aminopenicillanic acid ,,MET,,12817,12688,1,2349.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1566,,"aridicins A, B, and C ",,MET,,13290,11299,1,2353.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1567,,aspartate transaminase ,,ENZ,,4419,321,1,2356.0,2007-12-21 16:56:23,ATCC,2018-05-30 11:15:21
1568,L,L aspartyl-L-phenylalanine esters ,,MET,,7520,8558,1,2357.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1569,L,L aspartyl-L-phenylalanine esters ,,MET,,3131,9052,1,2358.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1570,L,L aspartyl-L-phenylalanine esters ,,MET,,7673,8439,1,2359.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1571,,bacteriorhodopsin ,,MET,,5939,1341,1,2364.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1572,,BBM-928 ,,MET,,16953,11054,1,2365.0,2007-12-21 16:56:25,ATCC,2018-05-30 11:15:21
1573,,benzylpenicillin ,,MET,,15101,381,1,2366.0,2007-12-21 16:56:23,ATCC,2018-05-30 11:15:21
1574,,carbomycin derivatives ,,MET,,16148,9210,1,2375.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1575,L,L carnitine ,,MET,,12736,1019,1,2376.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1576,L,L carnitine ,,MET,,11407,2026,1,2377.0,2007-12-21 16:56:23,ATCC,2018-05-30 11:15:21
1577,L,L carnitine ,,MET,,2353,8539,1,2378.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1578,L,L carnitine ,,MET,,17755,9194,1,2379.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1579,L,L carnitine ,,MET,,11953,8733,1,2380.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1580,L,L carnitine ,,MET,,13160,12633,1,2381.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1581,,catalase ,,ENZ,,12497,8779,1,2383.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1582,,"cellulase (=endo-1,4-ß-glucanase) ",,ENZ,,11256,11194,1,2386.0,2007-12-21 16:56:25,ATCC,2018-05-30 11:15:21
1583,,cellulose ,,MET,,23507,20227,1,2387.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1584,,citrate synthase ,,ENZ,,16649,341,1,2394.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1585,,clavulanic acid ,,MET,,15101,381,1,2398.0,2007-12-21 16:56:23,ATCC,2018-05-30 11:15:21
1586,,clostridium difficile toxin ,,MET,,2582,627,1,2399.0,2007-12-21 16:56:23,ATCC,2018-05-30 11:15:21
1587,,cyclic hydroxides ,,MET,,1443,2571,1,2401.0,2007-12-21 16:56:24,"(U.S.Patent 4,894,337)",2018-05-30 11:15:21
1588,,actinomycin D ,,MET,,15211,9301,1,2403.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1589,,actinomycin D ,,MET,,15400,9216,1,2404.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1590,,actinomycin D ,,MET,,15416,9303,1,2405.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1591,7-ß,7-ß dehydrogenase ,,ENZ,,2748,2276,1,2408.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1592,7-alpha,7-alpha dehydroxylase ,,ENZ,,2748,2276,1,2409.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
3806,,"spoxazomicins A, B and C, antitrypanosomal alkaloids ",,MET,,132121,23911,1,3594.0,2011-06-09 14:08:55,,2018-05-30 11:15:21
1594,,dextrans ,,MET,,14723,8912,1,2413.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1595,,diacetyl ,,MET,,6559,8425,1,2414.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1596,LL,LL diaminopimelic acid ,,MET,,12636,919,1,2415.0,2007-12-21 16:56:23,ATCC,2018-05-30 11:15:21
1597,LL,LL diaminopimelic acid ,,MET,,12641,1868,1,2416.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1598,"7,8","7,8 didemethyl-8-hydroxy-5-deazariboflavin ",,MET,,6882,387,1,2417.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1599,,dihydro E-73 ,,MET,,14941,9597,1,2418.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1600,,elaiomycin ,,MET,,15217,9266,1,2423.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1601,,exopectate lyase (=exopolygalacturonate lyase) ,,ENZ,,1590,1536,1,2438.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1602,,flavin-adenine dinucleotide ,,MET,,7370,9061,1,2441.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1603,,FSH binding inhibitor (FSH=follicle stimulating hormone) ,,MET,,5133,1777,1,2446.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1604,,FSH binding inhibitor (FSH=follicle stimulating hormone) ,,MET,,5161,1700,1,2447.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1605,,FSH binding inhibitor (FSH=follicle stimulating hormone) ,,MET,,5165,9144,1,2448.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1606,,FSH binding inhibitor (FSH=follicle stimulating hormone) ,,MET,,5151,1721,1,2449.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1607,,"glutamate dehydrogenase, NADP-dependent ",,ENZ,,7143,528,1,2467.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1608,,glutamate synthase ,,ENZ,,3094,8797,1,2468.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1609,,aryl acylamidase ,,ENZ,,7547,3000,1,2473.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1610,,granaticin complex ,,MET,,15342,9359,1,2477.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1611,5',5' inosinic acid ,,MET,,5508,9129,1,2497.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1612,,iron reductase ,,ENZ,,13943,1484,1,2499.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1613,,lactic acid ,,MET,,6492,8592,1,2504.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1614,,lactic acid ,,MET,,6499,8475,1,2505.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1615,D,D lactic acid ,,MET,,14396,8752,1,2506.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1616,,leukoagglutinin p57 ,,MET,,7774,9073,1,2513.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1617,,lincomycin sulfoxides ,,MET,,16027,9610,1,2515.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1618,,lumichrome ,,MET,,6164,3065,1,2517.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1619,,methanethiol ,,MET,,1834,8877,1,2527.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1620,6-,6- (3-methyl-2-butenyl)-1-phenanzinecarboxylic acid ,,MET,,15097,484,1,2529.0,2007-12-21 16:56:23,ATCC,2018-05-30 11:15:21
1621,,nucleotide pyrophosphokinase ,,MET,,16102,9246,1,2541.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1622,,nucleotide pyrophosphokinase ,,MET,,16220,9602,1,2542.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1623,D-(-),D-(-) tartratdehydratase ,,ENZ,,13816,3269,1,2543.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1624,,mannitoldehydrogenase ,,ENZ,,13816,3269,1,2544.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1625,,ribitoldehydrogenase ,,ENZ,,13816,3269,1,2545.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1626,,sibiromycin ,,MET,,16603,11478,1,2546.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1627,,antibiotics 43334 and 43596 ,,MET,,16623,11479,1,2547.0,2007-12-21 16:56:25,"(U.S.Pat. 4,032,632)",2018-05-30 11:15:21
1628,,antibiotic 43.596 ,,MET,,16623,11479,1,2548.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1629,,antibiotics CP-54715 and CP-54716 ,,MET,,7860,11398,1,2549.0,2007-12-21 16:56:25,"(U.S. Pat. 4,287,182)",2018-05-30 11:15:21
1630,,CP-54715 ,,MET,,7860,11398,1,2550.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1631,,CP-54716 ,,MET,,7860,11398,1,2551.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1632,,selenomycine ,,MET,,16605,11404,1,2558.0,2007-12-21 16:56:25,"(U.S. Pat. 3,683,074)",2018-05-30 11:15:21
1633,,antibiotics 43334 and 43596 ,,MET,,16606,11405,1,2559.0,2007-12-21 16:56:25,"(U.S.Pat. 4,032,632)",2018-05-30 11:15:21
1634,,"antibiotic compound 46,192 ",,MET,,16607,11406,1,2560.0,2007-12-21 16:56:25,"(U.S. Pat. 4,083,963)",2018-05-30 11:15:21
1635,,"antibiotic complex A, B and C ",,MET,,16608,11407,1,2561.0,2007-12-21 16:56:25,"(U.S. Pat. 3,899,396)",2018-05-30 11:15:21
1636,7-hydro-8,7-hydro-8 methylpteroylglutamylglutamic acid ,,MET,,12601,11416,1,2562.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1637,(<I>S</I>)-2,(<I>S</I>)-2 arylpropionic acids ,,MET,,13577,3602,1,2563.0,2007-12-21 16:56:24,enantioselectively from racemic 2-arylpropionitrile,2018-05-30 11:15:21
1638,,nitrile hydratase ,,ENZ,,10858,3603,1,2564.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1639,<I>S</I>,<I>S</I> naproxen ,,MET,,10858,3603,1,2565.0,2007-12-21 16:56:24,from racemic naproxen nitrile,2018-05-30 11:15:21
1640,,nitrile hydratase ,,ENZ,,10859,3686,1,2566.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1641,<I>S</I>,<I>S</I> naproxen ,,MET,,10859,3686,1,2567.0,2007-12-21 16:56:24,from racemic naproxen nitrile,2018-05-30 11:15:21
1642,,carbapenem antibiotic AB-110-D ,,MET,,15952,10420,1,2570.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1643,,"antibiotics SF 2415 A1, A2, A3, B1, B2, B3 ",,MET,,16310,10421,1,2571.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1644,(<I>S</I>)-2,(<I>S</I>)-2 phenylpropionic acid ,,MET,,13577,3602,1,2572.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1645,,streptomycin ,,MET,,967,964,1,2574.0,2007-12-21 16:56:23,ATCC,2018-05-30 11:15:21
1646,,subtilin ,,MET,,1187,140,1,2575.0,2007-12-21 16:56:23,ATCC,2018-05-30 11:15:21
1647,,superoxide dismutase ,,ENZ,,12497,8779,1,2577.0,2007-12-21 16:56:24,ATCC,2018-05-30 11:15:21
1648,,autobacteriocin ,,MET,,2529,449,1,2582.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1649,,acidolysin ,,MET,,2529,449,1,2583.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1650,,restriction endonuclease <i>Sna</i>I ,SnaI,ENZ,,16649,341,1,2584.0,2017-11-30 15:54:38,,2018-05-30 11:15:21
1651,,coenzyme F<SUB>4</SUB><SUB>2</SUB><SUB>0</SUB> ,,ENZ,,6882,387,1,2585.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1652,,restriction endonuclease <i>Cth</i>II ,CthI,ENZ,,2729,545,1,2586.0,2017-12-05 11:49:55,,2018-05-30 11:15:21
1653,,"restriction endonucleases CthI, CthII","CthI, CthII",ENZ,,2729,545,1,2588.0,2007-12-21 16:56:23,,2017-07-17 11:28:12
1654,ß,"ß amylase, thermostable ",,ENZ,,18049,998,1,2589.0,2007-12-21 16:56:23,"(U.S.Patent 4,647,538; U.S.Patent 4,604,352)",2018-05-30 11:15:21
1655,,actidione ,,MET,,15430,9587,1,2590.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1656,,actinomycin A and B ,,MET,,14981,9780,1,2591.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1657,,actinorhodin ,,MET,,16080,9127,1,2592.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1658,7,7 (5-Amino-5-carboxyvaleraamido)-7-methoxycephalosporanic acid ,,MET,,15403,9268,1,2593.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1659,,anti-trichomonas antibiotic ,,MET,,15498,9434,1,2594.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1660,,antibiotic 17732 ,,MET,,16251,9904,1,2595.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1661,,antibiotic SF-2197 ,,MET,,16924,11270,1,2597.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1662,,antibiotic XK-41 complex ,,MET,,7974,11292,1,2598.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1663,,antibiotics SS-70-A ,,MET,,15059,9248,1,2601.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1664,,protein ,,MET,,11423,3294,1,2602.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1665,,penicillinase ,,ENZ,,693,3400,1,2603.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1666,,pyrocatechol ,,MET,,1443,2571,1,2604.0,2007-12-21 16:56:24,"(U.S.Patent 4,894,337)",2018-05-30 11:15:21
1667,,carotenoid phlei-xanthophyll ,phlei-xanthophyll,MET,,8280,10733,1,2605.0,2017-12-01 13:35:50,,2018-05-30 11:15:21
1668,nonyl,nonyl prodigiosine ,,MET,,16933,10730,1,2606.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1669,,undecylprodigiosine ,undecylprodigiosine,MET,,15381,9675,1,2607.0,2017-11-30 15:39:15,,2018-05-30 11:15:21
1670,undecyl,undecyl prodigiosine ,,MET,,16933,10730,1,2608.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1671,cyclomethyl,cyclomethyl prodigiosine ,,MET,,16948,10781,1,2609.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1672,,pyrazine ,,MET,,5165,9144,1,2610.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1673,,protoactinorhodin ,,MET,,16080,9127,1,2612.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1674,,granaticin ,,MET,,15378,9360,1,2613.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1675,,pyocyanine ,,MET,,12800,12611,1,2614.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1676,,nicotinblue I ,,MET,,7529,8544,1,2615.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1677,,nicotinblue II ,,MET,,7529,8544,1,2616.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1678,,indochrom ,,MET,,7533,8561,1,2617.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1679,,indochrom ,,MET,,14892,9394,1,2618.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1680,,champamycins A and B ,,MET,,14910,9841,1,2619.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1681,,champavatin ,,MET,,14910,9841,1,2620.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1682,,chlorothricin ,,MET,,14981,9780,1,2621.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1683,,demethyltetracycline ,,MET,,15710,9668,1,2623.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1684,,hydroxymycin ,,MET,,16138,9453,1,2627.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1685,,antibiotic PA-155 A ,,MET,,16145,9836,1,2629.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1686,,indolmycin ,,MET,,16145,9836,1,2630.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1687,,kijanimycin ,,MET,,16929,11052,1,2632.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1688,,levorin ,,MET,,15640,9376,1,2633.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1689,,megalomycin ,,MET,,16599,11255,1,2635.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1690,,methylenomycin A ,,MET,,16080,9127,1,2636.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1691,,neomycin ,,MET,,15057,10827,1,2638.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1692,,ornamycin ,,MET,,16251,9904,1,2639.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1693,,phosphinothricin ,,MET,,16112,9739,1,2641.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1694,,piericidin ,,MET,,15689,9596,1,2642.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1695,,piericidins ,,MET,,15452,9619,1,2643.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1696,,pyridomycine ,,MET,,15624,9224,1,2644.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1697,,rifamycin ,,MET,,16969,11386,1,2645.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1698,,daunomycin ,,MET,,15105,9345,1,2646.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1699,,sisomycin ,,MET,,7896,485,1,2647.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1700,,streptomycin ,,MET,,15638,9374,1,2649.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1701,,thienamycins ,,MET,,14883,9387,1,2650.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1702,,toyokamycine ,,MET,,15261,9600,1,2652.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1703,,trichomycin ,,MET,,16171,9405,1,2653.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1704,,verdamicins ,,MET,,7896,485,1,2654.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1705,,"protocatechuate 4,5-oxygenase ",,ENZ,,2912,2037,1,2656.0,2007-12-21 16:56:23,,2018-05-30 11:15:21
1706,,phenol ,,MET,,5406,3461,1,2657.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1708,,antibiotic 162-aF2 ,,MET,,11408,3403,1,2661.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1709,,erythromycin A ,,MET,,11055,3325,1,2664.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1710,2,"2 halobenzoate-1,2-dioxygenase ",,ENZ,,12965,3767,1,2665.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1711,,tannase A ,,ENZ,,11719,3761,1,2666.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1712,,aryl acylamidase ,,ENZ,,2943,3268,1,2667.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1713,,carotenoids ,,MET,,15246,10424,1,2668.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1714,,alazopeptin ,,MET,,14851,10427,1,2669.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1715,,cineromycins A and B ,,MET,,16312,10428,1,2670.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1716,,cineromycin A ,,MET,,16312,10428,1,2671.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1717,,cinermycin B ,,MET,,16312,10428,1,2672.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1718,,tubercidin ,,MET,,24863,18928,1,2673.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1719,,sparsomycine ,,MET,,24863,18928,1,2674.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1720,,restriction endonuclease <i>Scn</I>I ,ScnI,ENZ,,24863,18928,1,2675.0,2017-11-30 16:21:53,,2018-05-30 11:15:21
1721,,nojirimycin ,,MET,,16313,10431,1,2676.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1722,,zygomycin ,,MET,,16314,10433,1,2677.0,2007-12-21 16:56:25,"(U. S. Pat. 3,089,827)",2018-05-30 11:15:21
1723,,rufomycins A and B ,,MET,,16320,10456,1,2678.0,2007-12-21 16:56:25,"(U. S. Pat.3,330,725)",2018-05-30 11:15:21
1724,,spinamycine ,,MET,,16321,10457,1,2679.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1725,,bicyclomycin ,,MET,,16156,10458,1,2680.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1726,,phosphonomycin A and B ,,MET,,16322,10459,1,2681.0,2007-12-21 16:56:25,"(U. S. Pat. 3,639,590)",2018-05-30 11:15:21
1727,,lysocellin ,,MET,,16323,10460,1,2682.0,2007-12-21 16:56:25,"(U. S. Pat. 4,033,823)",2018-05-30 11:15:21
1729,,ß-lactam antibiotic SF-2103 A ,,MET,,16324,10462,1,2684.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1730,,cystargin ,,MET,,14854,10463,1,2685.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1731,,angustmycin ,,MET,,16326,10466,1,2686.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1732,3',3' phosphoadenosine ,,MET,,16326,10466,1,2687.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1733,5',5' phosphosulfate ,,MET,,16326,10466,1,2688.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1734,,adenosine- 5'-phosphosulfate ,,MET,,16326,10466,1,2689.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1736,,thiostrepton ,,MET,,16327,10467,1,2691.0,2007-12-21 16:56:25,"(U. S. Pat. 4,064,013)",2018-05-30 11:15:21
1737,,plant antiviral agent 84-B-3 ,,MET,,16328,10468,1,2692.0,2007-12-21 16:56:25,"(U. S. Pat. 3,868,450)",2018-05-30 11:15:21
1738,,pyrrolomycin complex ,,MET,,16329,10469,1,2693.0,2007-12-21 16:56:25,"(U. S. Pat. 4,376,778 and 4,495,358)",2018-05-30 11:15:21
1739,,destomycins ,,MET,,16144,10470,1,2694.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1740,,antibiotic SF-2240 ,,MET,,16975,11489,1,2696.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1741,,antibiotic C-14482 A ,,MET,,13212,11490,1,2697.0,2007-12-21 16:56:25,"(U. S. Pat. 4,298,600)",2018-05-30 11:15:21
1742,,antibiotic C-14482 B<SUB>1</SUB> ,,MET,,13212,11490,1,2698.0,2007-12-21 16:56:25,"(U. S. Pat. 4,292,309)",2018-05-30 11:15:21
1743,,antibiotic C-14482 B<SUB>2</SUB> ,,MET,,13212,11490,1,2699.0,2007-12-21 16:56:25,"(U. S. Pat. 4,292,309)",2018-05-30 11:15:21
1744,,antibiotic C-14482 B<SUB>3</SUB> ,,MET,,13212,11490,1,2700.0,2007-12-21 16:56:25,"(U. S. Pat. 4,292,309)",2018-05-30 11:15:21
1746,,maytansinoids ,,MET,,13213,11513,1,2702.0,2007-12-21 16:56:25,"(U. S. Pat. 4,137,230)",2018-05-30 11:15:21
1747,,ferredoxin ,,ENZ,,2651,3827,1,2703.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1748,,formyltetrahydrofolate synthetase ,,ENZ,,2651,3827,1,2704.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1749,,ferredoxin ,,ENZ,,2578,3828,1,2705.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1750,,formyltetrahydrofolate synthetase ,,ENZ,,2578,3828,1,2706.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1751,,ferredoxin ,,ENZ,,2538,3829,1,2707.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1752,,formyltetrahydrofolate synthetase ,,ENZ,,2538,3829,1,2708.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1753,,ferredoxin ,,ENZ,,2539,3830,1,2709.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1754,,formyltetrahydrofolate synthetase ,,ENZ,,2539,3830,1,2710.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1755,,ferredoxin ,,ENZ,,2540,3831,1,2711.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1756,,formyltetrahydrofolate synthetase ,,ENZ,,2540,3831,1,2712.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1757,,ferredoxin ,,ENZ,,2541,3832,1,2713.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1758,,formyltetrahydrofolate synthetase ,,ENZ,,2541,3832,1,2714.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1759,,ferredoxin ,,ENZ,,2579,3833,1,2715.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1760,,formyltetrahydrofolate synthetase ,,ENZ,,2579,3833,1,2716.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1761,,ferredoxin ,,ENZ,,2580,3834,1,2717.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1762,,formyltetrahydrofolate synthetase ,,ENZ,,2580,3834,1,2718.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1763,,ferredoxin ,,ENZ,,2581,3835,1,2719.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1764,,formyltetrahydrofolate synthetase ,,ENZ,,2581,3835,1,2720.0,2007-12-21 16:56:24,,2018-05-30 11:15:21
1765,,pradimicin A ,,MET,,16979,11525,1,2721.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1766,,pradimicin B ,,MET,,16979,11525,1,2722.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
1767,,pradimicin M ,,MET,,16979,11525,1,2723.0,2007-12-21 16:56:25,,2018-05-30 11:15:21
